Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,40:33,9,17,.529,1,5,.200,7,7,1.000,0,2,2,8,0,0,2,0,26,+10,0
LeBron James,37:27,9,16,.563,3,6,.500,8,13,.615,1,5,6,14,0,0,3,2,29,+6,0
J.R. Smith,36:52,6,12,.500,3,8,.375,0,0,nan,2,6,8,1,1,2,0,3,15,+15,0
Kevin Love,33:36,6,10,.600,4,7,.571,6,9,.667,3,7,10,1,1,0,0,1,22,+5,0
Timofey Mozgov,22:47,4,9,.444,0,0,nan,2,2,1.000,1,4,5,0,1,1,2,1,10,+7,0
James Jones,20:52,4,7,.571,4,7,.571,2,3,.667,0,1,1,0,1,0,0,1,14,-4,0
Iman Shumpert,20:38,1,4,.250,0,2,.000,0,0,nan,2,0,2,1,1,0,0,3,2,-2,0
Tristan Thompson,18:45,0,1,.000,0,0,nan,0,0,nan,0,1,1,2,2,0,2,4,0,+8,0
Matthew Dellavedova,8:30,1,2,.500,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,2,-5,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kendrick Perkins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,40,78,.513,15,36,.417,25,34,.735,9,26,35,27,7,3,9,16,120,nan,0
Greivis Vasquez,39:37,2,7,.286,1,3,.333,1,2,.500,0,3,3,13,2,0,1,4,6,+3,1
DeMar DeRozan,39:26,10,19,.526,2,3,.667,3,3,1.000,0,1,1,0,1,0,2,2,25,-18,1
Amir Johnson,31:17,1,6,.167,0,1,.000,2,2,1.000,2,6,8,3,1,0,0,3,4,-15,1
Jonas Valanciunas,30:48,12,17,.706,0,0,nan,2,2,1.000,4,7,11,1,0,2,1,3,26,-2,1
James Johnson,18:40,5,9,.556,1,2,.500,0,0,nan,0,2,2,0,0,1,0,4,11,-7,1
Lou Williams,29:25,7,8,.875,4,4,1.000,8,8,1.000,0,2,2,6,0,0,2,4,26,+5,1
Terrence Ross,25:35,5,9,.556,2,5,.400,0,0,nan,0,3,3,1,1,0,1,1,12,-12,1
Patrick Patterson,18:59,0,3,.000,0,3,.000,0,0,nan,0,2,2,0,0,0,1,3,0,+6,1
Tyler Hansbrough,6:13,1,1,1.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,0,2,0,1
Chuck Hayes,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Greg Stiemsma,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Landry Fields,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Lucas Nogueira,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,40,78,.513,15,36,.417,25,34,.735,9,26,35,27,7,3,9,16,120,nan,240,1
