Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,32:00,9,20,.450,0,1,.000,0,0,nan,0,2,2,4,0,1,2,0,18,-14,0
Zydrunas Ilgauskas,31:00,6,9,.667,0,0,nan,6,7,.857,2,4,6,1,0,1,3,3,18,-13,0
Kevin Ollie,31:00,2,5,.400,0,0,nan,0,0,nan,0,2,2,5,0,0,2,1,4,+8,0
Carlos Boozer,26:00,4,9,.444,0,0,nan,3,3,1.000,0,4,4,2,1,1,2,2,11,-9,0
Eric Williams,20:00,1,3,.333,0,0,nan,2,2,1.000,0,1,1,1,3,0,3,4,4,-8,0
Tony Battie,22:00,3,5,.600,1,1,1.000,0,0,nan,1,3,4,5,0,0,1,2,7,-1,0
Lee Nailon,20:00,6,11,.545,0,0,nan,3,3,1.000,3,2,5,1,0,0,2,1,15,+1,0
DeSagana Diop,14:00,2,6,.333,0,0,nan,0,0,nan,3,3,6,0,3,0,1,0,4,+8,0
Mateen Cleaves,13:00,0,2,.000,0,0,nan,0,0,nan,0,0,0,2,0,0,0,2,0,-10,0
Dajuan Wagner,12:00,3,6,.500,2,2,1.000,0,0,nan,0,1,1,2,0,0,0,1,8,+13,0
Ira Newble,12:00,1,2,.500,0,0,nan,0,0,nan,0,1,1,0,0,0,2,3,2,-12,0
Kedrick Brown,7:00,0,0,nan,0,0,nan,2,2,1.000,1,0,1,0,0,0,0,0,2,-3,0
Team Totals,240,37,78,.474,3,4,.750,16,17,.941,10,23,33,23,7,3,18,19,93,nan,0
Bruce Bowen,33:00,2,7,.286,0,1,.000,0,0,nan,1,2,3,2,0,1,1,2,4,+5,1
Tony Parker,29:00,6,10,.600,0,1,.000,2,2,1.000,2,2,4,3,1,0,3,0,14,+13,1
Tim Duncan,28:00,9,14,.643,0,0,nan,0,2,.000,2,5,7,3,1,2,2,2,18,+7,1
Hedo Turkoglu,28:00,2,8,.250,0,3,.000,0,0,nan,0,6,6,3,2,0,0,3,4,+16,1
Rasho Nesterovic,24:00,4,8,.500,0,0,nan,0,0,nan,3,2,5,0,0,2,2,3,8,+11,1
Manu Ginobili,24:00,8,15,.533,3,4,.750,2,4,.500,3,5,8,2,1,0,1,2,21,+8,1
Robert Horry,21:00,2,4,.500,0,1,.000,2,2,1.000,2,2,4,3,0,1,1,1,6,-1,1
Jason Hart,19:00,4,6,.667,0,0,nan,0,0,nan,0,2,2,2,0,0,3,1,8,-5,1
Malik Rose,12:00,2,6,.333,0,0,nan,0,0,nan,2,1,3,1,0,0,1,2,4,+7,1
Devin Brown,11:00,2,2,1.000,1,1,1.000,2,2,1.000,0,0,0,0,0,0,1,1,7,-13,1
Kevin Willis,11:00,3,6,.500,0,0,nan,1,2,.500,2,1,3,1,0,0,0,1,7,-8,1
240,37,78,.474,3,4,.750,16,17,.941,10,23,33,23,7,3,18,19,93,nan,240,1
