Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:13,8,16,.500,0,1,.000,3,6,.500,1,11,12,8,0,2,2,2,19,+19,0
Dwyane Wade,32:56,10,20,.500,0,0,nan,6,8,.750,1,4,5,4,1,0,1,4,26,+18,0
Chris Bosh,31:37,5,11,.455,0,0,nan,2,2,1.000,1,4,5,2,0,0,2,1,12,+21,0
Mario Chalmers,29:07,5,8,.625,3,4,.750,0,0,nan,1,6,7,1,1,0,2,0,13,-8,0
Joel Anthony,22:12,1,2,.500,0,0,nan,0,2,.000,0,4,4,0,0,1,0,2,2,-5,0
Udonis Haslem,22:52,2,3,.667,0,0,nan,0,0,nan,0,5,5,1,0,0,0,1,4,+23,0
Mike Miller,22:26,5,7,.714,2,3,.667,0,0,nan,1,4,5,0,0,0,1,0,12,+24,0
Shane Battier,18:34,0,1,.000,0,1,.000,0,2,.000,0,2,2,2,1,1,0,1,0,+6,0
Norris Cole,17:01,4,8,.500,3,4,.750,0,0,nan,0,2,2,1,0,0,0,1,11,+8,0
Juwan Howard,3:01,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,0
Dexter Pittman,3:01,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,0
Team Totals,240,40,77,.519,8,13,.615,11,20,.550,5,42,47,19,3,4,8,12,99,nan,0
Jrue Holiday,35:06,5,13,.385,0,2,.000,1,2,.500,1,2,3,7,0,0,0,3,11,-11,1
Andre Iguodala,34:42,4,10,.400,1,2,.500,1,2,.500,3,4,7,6,2,1,2,1,10,-11,1
Jodie Meeks,24:49,4,10,.400,3,6,.500,2,2,1.000,0,2,2,1,0,0,0,3,13,-4,1
Elton Brand,22:37,0,3,.000,0,0,nan,0,0,nan,0,6,6,1,0,2,1,0,0,-5,1
Tony Battie,17:02,0,0,nan,0,0,nan,0,0,nan,1,6,7,0,0,0,2,2,0,-1,1
Lou Williams,28:41,6,17,.353,1,2,.500,0,0,nan,0,1,1,3,1,1,0,1,13,-16,1
Thaddeus Young,26:11,7,14,.500,0,0,nan,2,4,.500,1,4,5,0,2,1,0,1,16,-15,1
Evan Turner,23:29,3,8,.375,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,2,8,-18,1
Lavoy Allen,18:38,3,4,.750,0,0,nan,2,2,1.000,2,3,5,0,1,0,1,4,8,-15,1
Nikola Vucevic,4:37,0,1,.000,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,0,-3,1
Francisco Elson,4:09,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,1
240,40,77,.519,8,13,.615,11,20,.550,5,42,47,19,3,4,8,12,99,nan,240,1
