Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,43:41,14,30,.467,1,4,.250,5,7,.714,4,12,16,10,0,0,2,1,34,+26,0
Mo Williams,39:29,10,19,.526,3,7,.429,4,4,1.000,0,1,1,3,0,0,3,2,27,-6,0
Anthony Parker,34:03,2,5,.400,1,1,1.000,2,2,1.000,0,3,3,3,1,1,0,1,7,+11,0
Shaquille O'Neal,21:58,4,7,.571,0,0,nan,0,0,nan,2,6,8,2,0,2,3,4,8,+1,0
J.J. Hickson,17:44,3,5,.600,0,0,nan,0,0,nan,2,1,3,1,0,0,0,1,6,-8,0
Anderson Varejao,39:59,2,6,.333,0,1,.000,2,2,1.000,4,5,9,1,0,0,1,3,6,+21,0
Zydrunas Ilgauskas,26:06,10,14,.714,3,3,1.000,2,2,1.000,2,5,7,1,0,1,1,1,25,+10,0
Delonte West,24:28,2,5,.400,0,0,nan,0,0,nan,0,0,0,4,1,0,0,2,4,+4,0
Daniel Gibson,12:04,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,+10,0
Jamario Moon,5:28,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,-4,0
Team Totals,265,47,92,.511,8,16,.500,15,17,.882,14,34,48,25,2,4,11,18,117,nan,0
Jason Thompson,49:44,7,14,.500,0,0,nan,4,5,.800,4,5,9,2,1,0,3,3,18,-12,1
Omri Casspi,44:01,6,15,.400,3,6,.500,3,4,.750,1,5,6,2,1,1,1,4,18,-2,1
Tyreke Evans,43:31,11,25,.440,2,7,.286,4,4,1.000,0,3,3,5,1,3,1,1,28,-18,1
Spencer Hawes,41:23,7,13,.538,1,2,.500,2,4,.500,5,7,12,3,1,3,2,2,17,-13,1
Donte Greene,23:07,4,6,.667,1,2,.500,1,3,.333,0,1,1,1,1,0,1,2,10,-5,1
Beno Udrih,32:55,4,9,.444,0,2,.000,0,0,nan,0,2,2,2,1,0,0,1,8,-11,1
Ime Udoka,8:45,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-8,1
Jon Brockman,7:35,0,1,.000,0,0,nan,0,0,nan,1,1,2,1,0,0,0,3,0,-3,1
Andres Nocioni,7:18,1,3,.333,0,0,nan,1,2,.500,1,0,1,1,0,0,0,1,3,+2,1
Sergio Rodriguez,6:42,1,4,.250,0,1,.000,0,0,nan,0,1,1,3,0,0,1,0,2,+5,1
265,47,92,.511,8,16,.500,15,17,.882,14,34,48,25,2,4,11,18,117,nan,265,1
