Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Richard Jefferson,38:28,10,20,.500,3,6,.500,6,6,1.000,0,3,3,0,1,0,4,4,29,-12,0
Luc Mbah a Moute,35:11,5,6,.833,0,0,nan,2,2,1.000,1,6,7,1,0,2,2,1,12,-21,0
Ramon Sessions,32:33,4,11,.364,0,0,nan,2,2,1.000,1,5,6,8,0,0,1,1,10,-13,0
Charlie Villanueva,27:05,4,12,.333,0,3,.000,1,2,.500,2,6,8,2,1,0,2,3,9,-9,0
Francisco Elson,16:06,0,1,.000,0,0,nan,0,0,nan,2,1,3,0,0,1,1,3,0,-7,0
Luke Ridnour,25:38,0,7,.000,0,3,.000,0,0,nan,0,5,5,3,2,0,4,4,0,-8,0
Charlie Bell,21:05,1,5,.200,1,3,.333,0,0,nan,0,2,2,3,2,0,1,1,3,-3,0
Malik Allen,13:24,2,4,.500,0,0,nan,0,0,nan,0,1,1,1,0,0,0,1,4,-6,0
Dan Gadzuric,11:26,1,3,.333,0,1,.000,0,0,nan,1,2,3,1,0,0,1,4,2,+1,0
Keith Bogans,9:32,1,4,.250,0,2,.000,2,2,1.000,1,1,2,0,1,0,1,1,4,-6,0
Damon Jones,9:32,0,2,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,0,-6,0
Team Totals,240,28,75,.373,4,18,.222,13,14,.929,8,33,41,19,7,3,18,23,73,nan,0
Mo Williams,33:44,5,9,.556,3,4,.750,2,2,1.000,0,1,1,3,0,0,2,1,15,+7,1
LeBron James,33:12,7,11,.636,4,5,.800,5,7,.714,1,7,8,4,1,0,3,2,23,+24,1
Delonte West,32:46,5,11,.455,1,2,.500,2,4,.500,0,3,3,4,8,0,0,3,13,+24,1
Anderson Varejao,28:49,1,4,.250,0,0,nan,4,8,.500,2,7,9,2,2,1,0,3,6,+21,1
Zydrunas Ilgauskas,24:51,5,17,.294,0,0,nan,4,4,1.000,4,1,5,2,0,1,1,2,14,+2,1
Wally Szczerbiak,24:37,5,9,.556,1,4,.250,0,0,nan,0,3,3,2,1,0,0,1,11,+15,1
Daniel Gibson,19:22,1,4,.250,0,2,.000,0,0,nan,0,2,2,1,0,0,1,2,2,-3,1
J.J. Hickson,19:11,1,4,.250,0,0,nan,1,2,.500,2,2,4,0,2,0,2,3,3,-3,1
Sasha Pavlovic,13:43,1,3,.333,0,0,nan,0,0,nan,0,2,2,2,0,0,2,1,2,+9,1
Darnell Jackson,6:03,0,2,.000,0,0,nan,2,2,1.000,0,4,4,0,0,0,0,1,2,-3,1
Tarence Kinsey,3:42,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,-3,1
240,28,75,.373,4,18,.222,13,14,.929,8,33,41,19,7,3,18,23,73,nan,240,1
