Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ray Allen,38:20,4,9,.444,2,5,.400,3,3,1.000,0,2,2,3,1,1,2,1,13,-12,0
Rajon Rondo,36:36,3,8,.375,0,1,.000,1,2,.500,1,0,1,5,2,0,3,1,7,-6,0
Kevin Garnett,34:21,9,15,.600,1,1,1.000,2,4,.500,0,4,4,2,2,0,2,2,21,-4,0
Paul Pierce,34:18,9,14,.643,3,5,.600,3,3,1.000,0,7,7,2,2,0,4,4,24,0,0
Jermaine O'Neal,13:57,0,2,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,1,4,0,-6,0
Glen Davis,25:07,3,11,.273,0,1,.000,0,0,nan,2,5,7,0,2,1,0,4,6,-16,0
Jeff Green,19:10,0,1,.000,0,0,nan,4,4,1.000,0,3,3,0,0,0,0,2,4,-16,0
Delonte West,18:42,0,1,.000,0,0,nan,0,0,nan,0,0,0,3,0,0,1,0,0,-26,0
Nenad Krstic,11:59,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,2,-17,0
Sasha Pavlovic,2:30,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-4,0
Troy Murphy,2:30,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,0
Carlos Arroyo,2:30,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-4,0
Team Totals,240,29,64,.453,6,13,.462,13,16,.813,3,23,26,16,9,2,14,18,77,nan,0
Dwyane Wade,37:22,4,12,.333,0,1,.000,6,6,1.000,1,4,5,8,1,1,3,3,14,+8,1
LeBron James,37:11,11,19,.579,0,2,.000,5,9,.556,0,5,5,7,4,1,4,1,27,+24,1
Chris Bosh,31:47,5,8,.625,0,0,nan,3,5,.600,5,3,8,0,1,1,2,4,13,+11,1
Mike Bibby,30:57,2,10,.200,2,7,.286,0,0,nan,0,3,3,5,2,0,3,1,6,+12,1
Zydrunas Ilgauskas,10:39,4,7,.571,0,0,nan,0,0,nan,4,1,5,0,1,0,0,1,8,0,1
Joel Anthony,35:16,3,5,.600,0,0,nan,1,2,.500,4,6,10,1,0,0,0,0,7,+21,1
Mario Chalmers,20:14,3,8,.375,2,6,.333,1,1,1.000,0,0,0,2,0,0,3,3,9,+14,1
James Jones,14:38,1,1,1.000,1,1,1.000,2,3,.667,0,2,2,0,0,1,1,2,5,+9,1
Juwan Howard,12:38,3,3,1.000,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,6,+8,1
Mike Miller,7:32,1,1,1.000,1,1,1.000,0,0,nan,0,2,2,0,0,0,1,2,3,+6,1
Jamaal Magloire,1:46,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,2,+2,1
240,29,64,.453,6,13,.462,13,16,.813,3,23,26,16,9,2,14,18,77,nan,240,1
