Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:02,13,22,.591,2,2,1.000,10,12,.833,2,9,11,6,5,1,0,1,38,+8,0
Dwyane Wade,34:40,12,23,.522,0,1,.000,9,11,.818,1,1,2,10,3,1,4,3,33,+13,0
Mario Chalmers,34:04,4,8,.500,2,4,.500,2,3,.667,0,1,1,2,1,0,0,0,12,+19,0
Joel Anthony,29:32,3,5,.600,0,0,nan,0,0,nan,3,4,7,0,0,2,1,3,6,+21,0
Shane Battier,25:00,1,3,.333,1,2,.500,0,0,nan,0,1,1,1,1,0,0,2,3,+15,0
Udonis Haslem,27:20,5,12,.417,0,0,nan,1,1,1.000,6,8,14,0,1,1,0,0,11,+10,0
Mike Miller,23:37,1,2,.500,1,2,.500,0,0,nan,0,3,3,0,0,0,1,3,3,+2,0
Norris Cole,13:56,0,4,.000,0,0,nan,0,0,nan,0,0,0,3,0,0,3,2,0,-5,0
Dexter Pittman,10:49,0,3,.000,0,0,nan,1,2,.500,0,2,2,0,0,0,0,1,1,-13,0
Team Totals,240,39,82,.476,6,11,.545,23,29,.793,12,29,41,22,11,5,9,15,107,nan,0
LaMarcus Aldridge,40:41,10,18,.556,0,1,.000,0,0,nan,1,5,6,4,1,0,2,4,20,-14,1
Gerald Wallace,36:14,4,9,.444,1,1,1.000,3,4,.750,1,2,3,2,0,0,3,3,12,-16,1
Jamal Crawford,32:26,8,16,.500,0,5,.000,2,2,1.000,0,1,1,4,0,0,5,4,18,-17,1
Nicolas Batum,31:24,6,11,.545,1,3,.333,4,6,.667,3,2,5,2,3,2,2,2,17,-13,1
Marcus Camby,21:01,1,6,.167,0,0,nan,0,0,nan,2,5,7,1,0,2,0,1,2,-23,1
Wesley Matthews,33:35,4,6,.667,2,3,.667,5,5,1.000,0,7,7,4,1,0,3,2,15,-6,1
Joel Przybilla,19:01,1,2,.500,0,0,nan,2,2,1.000,1,5,6,1,0,2,0,2,4,+10,1
Raymond Felton,15:38,1,4,.250,1,2,.500,0,0,nan,0,0,0,3,1,0,1,2,3,+5,1
Elliot Williams,5:28,1,4,.250,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,2,-1,1
Craig Smith,4:33,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+5,1
240,39,82,.476,6,11,.545,23,29,.793,12,29,41,22,11,5,9,15,107,nan,240,1
