Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Alonzo Gee,35:15,6,11,.545,1,1,1.000,4,6,.667,1,0,1,1,2,1,0,3,17,0,0
Antawn Jamison,34:04,11,22,.500,2,5,.400,1,2,.500,4,5,9,0,2,0,1,4,25,+6,0
Kyrie Irving,33:48,5,15,.333,2,3,.667,4,5,.800,1,5,6,6,2,0,5,3,16,0,0
Anderson Varejao,31:27,4,6,.667,0,0,nan,3,4,.750,1,10,11,1,3,0,2,1,11,+7,0
Omri Casspi,24:00,2,5,.400,1,4,.250,1,2,.500,1,0,1,4,0,0,2,3,6,-5,0
Ramon Sessions,30:09,2,8,.250,1,2,.500,4,4,1.000,0,5,5,4,0,0,4,0,9,-24,0
Christian Eyenga,20:48,0,4,.000,0,0,nan,0,0,nan,2,2,4,1,1,1,0,3,0,-19,0
Luke Harangody,13:56,1,9,.111,0,4,.000,0,0,nan,3,0,3,0,0,0,0,0,2,-22,0
Ryan Hollins,9:39,1,1,1.000,0,0,nan,3,7,.429,1,0,1,0,0,0,3,4,5,-14,0
Samardo Samuels,5:27,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,0,-4,0
Semih Erden,1:27,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,0
Team Totals,240,32,82,.390,7,19,.368,20,30,.667,15,28,43,17,10,2,17,22,91,nan,0
LeBron James,38:40,9,16,.563,0,1,.000,6,7,.857,1,4,5,6,2,0,6,1,24,+5,1
Chris Bosh,35:50,6,10,.600,0,0,nan,3,4,.750,1,8,9,1,0,1,3,4,15,+6,1
Dwyane Wade,35:08,9,17,.529,0,1,.000,8,8,1.000,1,3,4,6,3,1,4,2,26,+2,1
Mario Chalmers,28:15,5,11,.455,4,9,.444,0,0,nan,0,2,2,4,1,0,2,1,14,-2,1
Joel Anthony,17:36,1,4,.250,0,0,nan,0,0,nan,3,3,6,0,0,0,1,3,2,-7,1
Udonis Haslem,28:09,4,6,.667,0,0,nan,6,7,.857,5,3,8,1,1,0,0,2,14,+27,1
Mike Miller,23:55,3,9,.333,2,5,.400,0,0,nan,1,8,9,1,0,0,0,4,8,+25,1
Shane Battier,18:00,1,4,.250,0,1,.000,0,0,nan,1,1,2,0,0,0,0,2,2,+12,1
Norris Cole,14:28,1,7,.143,0,0,nan,0,0,nan,0,2,2,0,0,0,0,3,2,+12,1
240,32,82,.390,7,19,.368,20,30,.667,15,28,43,17,10,2,17,22,91,nan,240,1
