Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:15,12,20,.600,0,2,.000,5,8,.625,2,5,7,8,2,2,1,0,29,+10,0
Dwyane Wade,37:51,6,16,.375,0,2,.000,0,2,.000,0,11,11,6,2,2,4,2,12,+10,0
Chris Bosh,35:10,4,12,.333,0,0,nan,2,3,.667,1,5,6,2,0,0,3,1,10,+2,0
Mario Chalmers,31:50,4,6,.667,2,3,.667,0,0,nan,0,4,4,4,1,0,3,3,10,+17,0
Joel Anthony,24:19,1,2,.500,0,0,nan,0,0,nan,0,4,4,1,2,2,1,1,2,+21,0
Udonis Haslem,25:18,5,7,.714,0,0,nan,0,2,.000,2,3,5,2,1,0,1,0,10,-17,0
Shane Battier,21:49,2,5,.400,1,2,.500,1,2,.500,1,3,4,1,1,0,1,1,6,-6,0
Norris Cole,14:38,0,4,.000,0,1,.000,2,2,1.000,0,1,1,1,1,0,1,2,2,-11,0
James Jones,10:50,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,1,1,1,3,+4,0
Team Totals,240,35,74,.473,4,12,.333,10,19,.526,6,36,42,25,10,7,16,11,84,nan,0
Andre Iguodala,40:03,4,11,.364,0,1,.000,3,4,.750,1,9,10,4,3,0,1,3,11,-9,1
Evan Turner,35:20,6,13,.462,1,2,.500,0,2,.000,1,7,8,5,2,0,5,3,13,-3,1
Elton Brand,28:51,3,8,.375,0,0,nan,0,0,nan,7,1,8,1,2,3,2,4,6,+2,1
Jrue Holiday,27:20,3,16,.188,1,4,.250,0,0,nan,3,1,4,0,0,0,2,1,7,-20,1
Nikola Vucevic,14:57,4,9,.444,0,0,nan,1,1,1.000,1,3,4,1,0,0,2,1,9,-3,1
Thaddeus Young,30:50,4,10,.400,0,0,nan,0,0,nan,3,5,8,3,1,3,2,1,8,+3,1
Lou Williams,27:18,4,15,.267,2,6,.333,2,5,.400,0,2,2,4,3,1,0,1,12,-1,1
Jodie Meeks,21:32,3,8,.375,1,5,.200,0,0,nan,1,4,5,1,1,0,0,1,7,+2,1
Lavoy Allen,12:07,2,2,1.000,0,0,nan,0,0,nan,0,4,4,1,0,1,0,2,4,+3,1
Sam Young,1:42,0,1,.000,0,0,nan,1,2,.500,0,1,1,0,0,0,0,0,1,-4,1
240,35,74,.473,4,12,.333,10,19,.526,6,36,42,25,10,7,16,11,84,nan,240,1
