Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,33:20,8,20,.400,0,1,.000,4,5,.800,2,3,5,4,2,0,3,2,20,-22,0
David Wesley,24:12,2,3,.667,1,1,1.000,0,0,nan,0,1,1,3,0,0,1,2,5,-6,0
Zydrunas Ilgauskas,22:35,6,8,.750,0,0,nan,4,4,1.000,3,3,6,1,0,2,2,2,16,-1,0
Eric Snow,16:51,2,3,.667,0,0,nan,0,0,nan,0,1,1,8,0,0,0,4,4,-4,0
Drew Gooden,16:22,2,8,.250,0,0,nan,0,0,nan,1,6,7,0,0,0,2,2,4,-5,0
Anderson Varejao,29:22,4,7,.571,0,0,nan,4,4,1.000,2,2,4,2,2,1,0,1,12,-3,0
Damon Jones,26:41,4,10,.400,2,7,.286,0,0,nan,0,2,2,5,0,0,1,1,10,-22,0
Sasha Pavlovic,25:27,5,12,.417,1,4,.250,1,1,1.000,0,2,2,3,0,1,3,4,12,-4,0
Donyell Marshall,15:37,3,5,.600,1,2,.500,0,0,nan,2,3,5,0,0,0,1,2,7,-20,0
Shannon Brown,12:00,1,3,.333,0,1,.000,2,2,1.000,1,1,2,2,2,0,0,1,4,+7,0
Daniel Gibson,10:13,2,4,.500,1,3,.333,0,0,nan,0,1,1,0,0,0,1,1,5,+10,0
Scot Pollard,7:20,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+10,0
Team Totals,240,39,83,.470,6,19,.316,15,16,.938,11,26,37,28,6,4,14,22,99,nan,0
Gilbert Arenas,39:18,14,22,.636,7,11,.636,10,12,.833,2,3,5,6,2,0,1,2,45,+26,1
Caron Butler,39:09,5,15,.333,0,1,.000,1,1,1.000,5,5,10,1,0,1,5,3,11,+16,1
Antawn Jamison,30:59,6,12,.500,0,2,.000,4,4,1.000,4,4,8,3,1,2,1,1,16,+13,1
DeShawn Stevenson,30:59,6,12,.500,1,1,1.000,2,2,1.000,0,2,2,4,1,0,1,2,15,+13,1
Etan Thomas,23:37,3,5,.600,0,0,nan,3,7,.429,3,5,8,0,2,1,1,2,9,+13,1
Jarvis Hayes,22:10,2,8,.250,0,2,.000,0,0,nan,0,2,2,1,0,1,1,4,4,+7,1
Brendan Haywood,19:51,3,4,.750,0,0,nan,1,1,1.000,0,3,3,0,0,1,1,2,7,+11,1
Antonio Daniels,18:19,1,4,.250,0,0,nan,2,2,1.000,0,2,2,4,1,0,0,0,4,+9,1
Michael Ruffin,4:32,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,-12,1
Andray Blatche,3:42,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-12,1
Roger Mason,3:42,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,1,0,0,-12,1
Donell Taylor,3:42,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-12,1
240,39,83,.470,6,19,.316,15,16,.938,11,26,37,28,6,4,14,22,99,nan,240,1
