Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:19,10,26,.385,1,5,.200,8,11,.727,2,11,13,7,1,3,2,3,29,+12,0
Zydrunas Ilgauskas,34:12,10,11,.909,0,0,nan,7,7,1.000,2,2,4,1,0,1,1,6,27,-5,0
Eric Snow,33:33,3,5,.600,0,0,nan,1,2,.500,0,4,4,6,0,0,2,2,7,+18,0
Alan Henderson,31:50,1,1,1.000,0,0,nan,0,0,nan,1,1,2,0,0,1,1,4,2,+8,0
Damon Jones,30:41,5,14,.357,3,10,.300,0,0,nan,0,2,2,1,3,0,0,0,13,+8,0
Donyell Marshall,21:22,2,7,.286,1,5,.200,1,4,.250,2,2,4,0,2,0,1,3,6,-11,0
Ira Newble,16:20,0,4,.000,0,1,.000,0,0,nan,0,0,0,1,0,0,1,3,0,-16,0
Mike Wilks,13:20,0,1,.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,-15,0
Luke Jackson,8:47,1,3,.333,1,2,.500,0,0,nan,0,0,0,1,0,0,0,2,3,-13,0
Anderson Varejao,8:36,0,3,.000,0,0,nan,0,0,nan,1,1,2,2,1,0,0,1,0,+4,0
Team Totals,240,32,75,.427,6,23,.261,17,24,.708,9,23,32,19,7,5,8,24,87,nan,0
Zach Randolph,37:21,6,16,.375,0,0,nan,4,4,1.000,1,6,7,0,0,0,1,2,16,-7,1
Steve Blake,27:43,4,9,.444,1,3,.333,0,0,nan,1,4,5,4,0,0,0,2,9,-7,1
Juan Dixon,27:00,4,13,.308,1,2,.500,1,1,1.000,0,1,1,3,1,0,2,1,10,-6,1
Joel Przybilla,19:25,3,3,1.000,0,0,nan,2,2,1.000,2,3,5,1,0,1,0,1,8,-6,1
Viktor Khryapa,15:52,3,6,.500,0,0,nan,0,0,nan,4,1,5,1,0,0,1,3,6,-13,1
Ruben Patterson,29:19,6,9,.667,0,0,nan,4,11,.364,4,3,7,1,1,1,3,3,16,+6,1
Theo Ratliff,28:31,3,6,.500,0,0,nan,2,3,.667,1,4,5,1,0,2,0,2,8,+10,1
Jarrett Jack,21:53,4,7,.571,0,1,.000,3,3,1.000,0,3,3,4,1,0,0,3,11,+8,1
Sebastian Telfair,20:17,1,7,.143,1,3,.333,2,2,1.000,0,2,2,1,0,0,2,1,5,+9,1
Travis Outlaw,12:39,0,2,.000,0,0,nan,0,0,nan,1,2,3,0,0,0,2,3,0,+16,1
240,32,75,.427,6,23,.261,17,24,.708,9,23,32,19,7,5,8,24,87,nan,240,1
