Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Chris Bosh,32:18,5,8,.625,0,0,nan,7,11,.636,1,9,10,4,0,0,1,3,17,+32,0
LeBron James,30:54,16,21,.762,5,7,.714,6,7,.857,0,2,2,3,0,0,4,2,43,+23,0
Dwyane Wade,26:40,5,9,.556,3,4,.750,1,2,.500,0,2,2,5,1,0,2,3,14,+25,0
Mario Chalmers,16:55,0,3,.000,0,2,.000,0,0,nan,0,3,3,4,1,0,2,2,0,+14,0
Erick Dampier,16:01,2,3,.667,0,0,nan,0,0,nan,1,6,7,0,0,1,1,2,4,+17,0
Mike Bibby,24:55,1,5,.200,0,2,.000,0,0,nan,0,4,4,6,0,0,1,2,2,+13,0
Mike Miller,23:54,1,2,.500,1,2,.500,1,1,1.000,2,2,4,4,0,0,4,1,4,-5,0
James Jones,21:15,3,5,.600,2,4,.500,1,1,1.000,0,3,3,1,0,1,0,0,9,-4,0
Jamaal Magloire,16:56,2,2,1.000,0,0,nan,0,0,nan,2,7,9,0,0,0,0,2,4,+5,0
Joel Anthony,14:55,2,4,.500,0,0,nan,2,2,1.000,1,3,4,0,0,1,0,4,6,-1,0
Juwan Howard,7:39,1,5,.200,0,0,nan,1,2,.500,1,1,2,0,0,0,0,1,3,-7,0
Eddie House,7:39,0,4,.000,0,1,.000,0,0,nan,0,0,0,1,0,0,1,1,0,-7,0
Team Totals,240,38,71,.535,11,22,.500,19,26,.731,8,42,50,28,2,3,16,23,106,nan,0
Al Horford,28:50,5,9,.556,0,0,nan,1,2,.500,1,2,3,1,0,0,0,1,11,-27,1
Joe Johnson,27:33,4,8,.500,0,1,.000,1,3,.333,0,5,5,3,1,0,2,1,9,-21,1
Josh Smith,27:03,4,12,.333,0,1,.000,2,2,1.000,0,3,3,3,0,0,1,2,10,-31,1
Kirk Hinrich,24:42,2,7,.286,1,4,.250,0,1,.000,1,0,1,3,1,0,0,0,5,-14,1
Jason Collins,11:38,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,1,0,0,4,0,-2,1
Marvin Williams,26:28,7,17,.412,0,0,nan,1,3,.333,1,2,3,0,0,1,0,2,15,-5,1
Jamal Crawford,23:38,0,4,.000,0,3,.000,0,0,nan,1,0,1,1,0,0,1,1,0,-26,1
Zaza Pachulia,23:07,1,3,.333,0,0,nan,4,4,1.000,0,5,5,0,0,1,0,4,6,-3,1
Damien Wilkins,21:46,6,8,.750,1,1,1.000,1,3,.333,0,1,1,2,3,0,1,2,14,+10,1
Jeff Teague,17:22,5,9,.556,1,2,.500,2,2,1.000,0,1,1,6,1,0,0,0,13,+7,1
Hilton Armstrong,7:53,1,1,1.000,0,0,nan,0,2,.000,1,2,3,2,1,0,0,1,2,+7,1
240,38,71,.535,11,22,.500,19,26,.731,8,42,50,28,2,3,16,23,106,nan,240,1
