Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
T.J. Ford,43:38,5,15,.333,0,1,.000,2,2,1.000,5,3,8,11,1,0,3,1,12,+2,0
Michael Redd,41:06,6,17,.353,1,6,.167,5,6,.833,1,1,2,1,2,0,3,1,18,+4,0
Bobby Simmons,39:05,8,19,.421,3,8,.375,2,2,1.000,3,5,8,2,1,1,1,3,21,+6,0
Jamaal Magloire,39:01,4,10,.400,0,0,nan,2,5,.400,3,8,11,1,0,0,1,3,10,+3,0
Andrew Bogut,37:45,2,7,.286,0,0,nan,2,2,1.000,5,3,8,3,0,1,3,3,6,-10,0
Charlie Bell,15:00,3,5,.600,2,4,.500,0,2,.000,1,0,1,0,0,0,0,1,8,-14,0
Joe Smith,11:30,3,6,.500,0,0,nan,0,0,nan,1,2,3,0,1,0,1,2,6,+2,0
Toni Kukoc,7:21,1,1,1.000,1,1,1.000,2,2,1.000,0,3,3,0,0,0,0,0,5,-1,0
Jiri Welsch,5:34,0,3,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-7,0
Team Totals,240,32,83,.386,7,20,.350,15,21,.714,19,26,45,18,5,2,12,14,86,nan,0
LeBron James,45:21,9,20,.450,2,7,.286,2,4,.500,0,9,9,12,0,2,4,4,22,-3,1
Zydrunas Ilgauskas,37:19,6,9,.667,0,0,nan,1,1,1.000,2,5,7,5,1,5,2,3,13,+8,1
Drew Gooden,31:12,7,13,.538,0,0,nan,1,1,1.000,3,4,7,2,1,0,4,4,15,-6,1
Sasha Pavlovic,27:36,6,10,.600,2,3,.667,1,1,1.000,2,2,4,4,1,0,0,0,15,+3,1
Eric Snow,26:02,1,4,.250,0,0,nan,0,0,nan,1,3,4,1,0,0,1,0,2,+8,1
Donyell Marshall,27:14,2,7,.286,0,4,.000,2,2,1.000,0,4,4,1,1,0,2,4,6,-2,1
Damon Jones,27:03,3,7,.429,1,4,.250,0,0,nan,0,1,1,4,0,0,1,2,7,0,1
Anderson Varejao,18:14,3,5,.600,0,0,nan,3,4,.750,1,4,5,0,0,0,0,2,9,+7,1
240,32,83,.386,7,20,.350,15,21,.714,19,26,45,18,5,2,12,14,86,nan,240,1
