Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Evan Fournier,37:43,9,16,.563,2,6,.333,2,2,1.000,0,2,2,6,0,0,3,5,22,-5,0
Elfrid Payton,34:17,5,11,.455,0,2,.000,0,2,.000,0,4,4,5,0,1,0,3,10,-9,0
Serge Ibaka,30:43,7,12,.583,0,0,nan,5,7,.714,3,4,7,1,1,0,1,4,19,-6,0
Aaron Gordon,25:34,3,7,.429,1,3,.333,1,2,.500,0,3,3,2,3,1,2,3,8,-21,0
Nikola Vucevic,24:41,5,8,.625,0,0,nan,1,2,.500,2,7,9,1,0,0,4,2,11,-10,0
Jeff Green,27:59,2,9,.222,2,6,.333,4,6,.667,1,9,10,2,1,1,3,0,10,+2,0
D.J. Augustin,20:56,5,12,.417,2,6,.333,1,1,1.000,0,2,2,3,1,0,1,2,13,+11,0
Bismack Biyombo,19:04,1,3,.333,0,0,nan,1,4,.250,7,2,9,0,0,1,3,3,3,+5,0
Mario Hezonja,10:20,1,4,.250,1,3,.333,0,0,nan,0,4,4,0,0,1,3,1,3,-1,0
C.J. Wilcox,8:44,0,2,.000,0,2,.000,0,0,nan,0,0,0,1,0,0,0,0,0,+4,0
C.J. Watson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Damjan Rudez,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Arinze Onuaku,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,84,.452,8,28,.286,15,26,.577,13,37,50,21,6,5,20,23,99,nan,0
LeBron James,39:00,7,16,.438,2,6,.333,7,11,.636,1,5,6,9,1,1,2,2,23,+1,1
Kyrie Irving,36:52,7,18,.389,2,6,.333,4,4,1.000,0,4,4,2,0,2,1,2,20,+7,1
Kevin Love,32:48,6,17,.353,0,5,.000,7,7,1.000,3,2,5,0,0,1,4,6,19,-4,1
J.R. Smith,28:22,5,11,.455,4,10,.400,2,2,1.000,3,2,5,1,1,1,0,4,16,+5,1
Tristan Thompson,27:14,1,4,.250,0,0,nan,0,2,.000,4,8,12,1,1,1,0,1,2,+11,1
Richard Jefferson,23:07,3,6,.500,0,2,.000,0,0,nan,0,3,3,0,1,0,1,4,6,+4,1
Mike Dunleavy,19:47,2,8,.250,2,6,.333,0,0,nan,0,2,2,1,0,0,0,1,6,-4,1
Iman Shumpert,18:49,2,3,.667,1,1,1.000,0,0,nan,0,0,0,1,3,0,1,5,5,-3,1
Chris Andersen,8:55,2,2,1.000,0,0,nan,2,4,.500,1,1,2,1,1,0,0,2,6,+3,1
Kay Felder,5:06,1,3,.333,0,1,.000,0,0,nan,1,0,1,1,0,0,0,0,2,+10,1
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
DeAndre Liggins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,38,84,.452,8,28,.286,15,26,.577,13,37,50,21,6,5,20,23,99,nan,240,1
