Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:20,9,17,.529,1,3,.333,3,4,.750,2,5,7,5,0,0,4,4,22,+9,0
Kevin Love,37:09,4,10,.400,2,4,.500,0,0,nan,0,12,12,1,0,0,2,3,10,+6,0
Tristan Thompson,35:24,7,11,.636,0,0,nan,4,5,.800,4,10,14,1,1,0,2,3,18,+1,0
J.R. Smith,32:34,7,13,.538,3,7,.429,0,0,nan,0,1,1,0,0,1,1,4,17,+4,0
Kyrie Irving,32:26,6,17,.353,2,5,.400,2,2,1.000,0,2,2,4,1,0,3,1,16,-7,0
Matthew Dellavedova,19:32,2,8,.250,1,4,.250,0,0,nan,1,1,2,3,0,0,2,3,5,-2,0
Iman Shumpert,18:46,3,3,1.000,1,1,1.000,0,0,nan,0,1,1,1,2,0,2,1,7,-13,0
Timofey Mozgov,15:15,0,0,nan,0,0,nan,0,0,nan,1,1,2,0,0,0,1,4,0,-6,0
Richard Jefferson,11:16,0,3,.000,0,2,.000,0,0,nan,1,1,2,0,0,1,0,0,0,-12,0
Jared Cunningham,0:18,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Anderson Varejao,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,82,.463,10,26,.385,9,11,.818,9,34,43,15,4,2,17,23,95,nan,0
Kawhi Leonard,39:51,6,14,.429,2,4,.500,6,6,1.000,2,8,10,5,1,2,4,1,20,-5,1
Tony Parker,34:49,11,18,.611,0,2,.000,2,4,.500,0,4,4,2,3,1,1,1,24,+7,1
Tim Duncan,33:00,4,10,.400,0,1,.000,1,2,.500,2,4,6,3,1,2,1,3,9,+3,1
LaMarcus Aldridge,29:11,2,7,.286,0,0,nan,2,2,1.000,2,6,8,2,0,0,1,4,6,-7,1
Danny Green,21:22,1,7,.143,1,4,.250,2,3,.667,1,1,2,0,0,0,1,0,5,+1,1
Manu Ginobili,26:12,4,12,.333,0,4,.000,2,2,1.000,0,3,3,1,1,1,1,3,10,+4,1
David West,18:00,5,7,.714,0,0,nan,3,3,1.000,3,2,5,1,0,0,0,1,13,+16,1
Patty Mills,13:11,2,4,.500,2,2,1.000,0,0,nan,0,1,1,2,0,0,0,1,6,-3,1
Boris Diaw,9:57,1,2,.500,0,0,nan,0,0,nan,1,1,2,0,0,1,2,0,2,-6,1
Jonathon Simmons,8:58,1,1,1.000,0,0,nan,0,0,nan,0,2,2,0,0,0,0,2,2,+5,1
Kyle Anderson,5:29,1,1,1.000,0,0,nan,0,0,nan,0,2,2,1,0,0,0,0,2,+5,1
Rasual Butler,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Boban Marjanovic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,38,82,.463,10,26,.385,9,11,.818,9,34,43,15,4,2,17,23,95,nan,240,1
