Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:10,14,27,.519,6,10,.600,4,8,.500,1,12,13,8,0,0,2,4,38,+5,0
Kyrie Irving,35:30,14,21,.667,5,8,.625,10,10,1.000,0,2,2,9,4,1,3,0,43,+7,0
Tristan Thompson,31:14,2,3,.667,0,0,nan,0,0,nan,2,3,5,1,0,1,1,4,4,-6,0
Iman Shumpert,27:34,2,7,.286,2,6,.333,2,2,1.000,1,2,3,1,0,0,1,2,8,+6,0
Channing Frye,24:30,4,7,.571,3,6,.500,0,0,nan,1,3,4,1,0,1,1,3,11,+17,0
Kyle Korver,30:21,3,8,.375,3,7,.429,0,0,nan,0,2,2,3,1,1,2,2,9,-5,0
Derrick Williams,18:18,3,5,.600,3,4,.750,0,0,nan,0,1,1,1,1,1,1,1,9,-1,0
Deron Williams,17:21,1,1,1.000,0,0,nan,0,0,nan,0,1,1,7,1,0,1,2,2,-5,0
Richard Jefferson,16:02,4,7,.571,3,5,.600,0,0,nan,0,2,2,0,0,0,2,6,11,+7,0
Andrew Bogut,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
DeAndre Liggins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,47,86,.547,25,46,.543,16,20,.800,5,28,33,31,7,5,14,24,135,nan,0
Paul Millsap,36:30,9,16,.563,1,4,.250,8,10,.800,2,7,9,1,0,1,0,3,27,-5,1
Kent Bazemore,35:29,5,12,.417,2,5,.400,2,2,1.000,0,4,4,7,1,2,1,1,14,-10,1
Dennis Schroder,32:05,7,15,.467,1,5,.200,2,2,1.000,1,1,2,7,1,0,5,4,17,-10,1
Thabo Sefolosha,31:24,2,7,.286,1,2,.500,0,2,.000,2,3,5,6,0,0,1,0,5,-16,1
Dwight Howard,26:48,6,12,.500,0,0,nan,3,6,.500,4,6,10,2,2,1,1,3,15,-13,1
Tim Hardaway,35:17,13,20,.650,5,9,.556,5,6,.833,1,1,2,2,0,0,1,0,36,+15,1
Ersan Ilyasova,23:24,4,4,1.000,0,0,nan,2,2,1.000,1,7,8,2,1,0,1,2,10,+12,1
Taurean Waller-Prince,12:21,1,2,.500,0,0,nan,0,0,nan,0,2,2,1,2,0,1,1,2,+5,1
Malcolm Delaney,6:43,2,3,.667,0,1,.000,0,0,nan,0,1,1,2,0,0,1,1,4,-3,1
DeAndre' Bembry,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Ryan Kelly,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kris Humphries,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Mike Muscala,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,47,86,.547,25,46,.543,16,20,.800,5,28,33,31,7,5,14,24,135,nan,240,1
