Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:12,6,16,.375,1,2,.500,7,8,.875,0,7,7,10,3,1,3,0,20,-6,0
Dwyane Wade,39:52,7,16,.438,1,5,.200,13,13,1.000,2,8,10,2,2,2,7,1,28,-7,0
Chris Bosh,33:33,7,13,.538,1,1,1.000,0,0,nan,0,1,1,1,0,0,1,1,15,-4,0
Carlos Arroyo,16:49,0,2,.000,0,0,nan,0,1,.000,1,0,1,1,0,0,1,1,0,-11,0
Joel Anthony,14:07,1,2,.500,0,0,nan,0,0,nan,3,2,5,0,0,1,0,1,2,-10,0
James Jones,28:00,2,6,.333,2,6,.333,0,0,nan,0,1,1,2,0,1,0,3,6,+15,0
Udonis Haslem,25:47,3,7,.429,0,0,nan,2,2,1.000,1,5,6,0,0,0,0,4,8,+5,0
Zydrunas Ilgauskas,22:26,5,6,.833,0,0,nan,0,0,nan,0,3,3,0,0,0,0,4,10,+3,0
Eddie House,18:14,2,10,.200,0,7,.000,0,0,nan,1,1,2,3,1,0,1,2,4,0,0
Team Totals,240,33,78,.423,5,21,.238,22,24,.917,8,28,36,19,6,5,13,17,93,nan,0
Trevor Ariza,36:23,5,13,.385,3,7,.429,0,0,nan,0,6,6,1,1,0,2,4,13,+9,1
Chris Paul,36:17,5,13,.385,0,2,.000,3,3,1.000,0,2,2,19,5,0,3,4,13,+9,1
Emeka Okafor,34:57,12,13,.923,0,0,nan,2,3,.667,4,9,13,1,0,1,1,2,26,0,1
Marco Belinelli,31:04,3,7,.429,0,2,.000,2,2,1.000,0,1,1,3,0,0,1,3,8,+4,1
David West,28:13,5,12,.417,0,0,nan,5,6,.833,4,3,7,0,1,0,2,4,15,-8,1
Jason Smith,24:37,5,10,.500,0,0,nan,2,3,.667,2,4,6,0,2,0,1,2,12,+19,1
Willie Green,18:12,2,4,.500,0,2,.000,0,0,nan,0,1,1,2,0,0,1,1,4,-5,1
Jerryd Bayless,11:43,0,2,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,2,1,0,-6,1
Marcus Thornton,10:28,2,3,.667,1,1,1.000,0,0,nan,0,3,3,0,0,0,0,1,5,0,1
Didier Ilunga-Mbenga,8:05,0,2,.000,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,0,-7,1
240,33,78,.423,5,21,.238,22,24,.917,8,28,36,19,6,5,13,17,93,nan,240,1
