Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jeff Green,35:51,8,16,.500,5,8,.625,3,5,.600,1,4,5,1,0,1,0,2,24,+11,0
Avery Bradley,29:41,8,14,.571,1,1,1.000,0,0,nan,0,2,2,1,0,0,0,2,17,-3,0
Jordan Crawford,27:44,6,10,.600,3,5,.600,0,0,nan,0,2,2,4,2,0,3,2,15,0,0
Kelly Olynyk,22:45,3,9,.333,1,2,.500,0,0,nan,3,5,8,4,0,1,1,5,7,-4,0
Brandon Bass,14:56,3,7,.429,0,0,nan,0,0,nan,0,0,0,1,0,0,0,4,6,-7,0
Gerald Wallace,30:52,3,5,.600,0,1,.000,0,0,nan,2,4,6,7,0,0,3,3,6,-1,0
Jared Sullinger,24:14,5,9,.556,0,1,.000,2,2,1.000,3,5,8,1,1,0,3,4,12,-3,0
Phil Pressey,20:37,3,9,.333,0,3,.000,1,2,.500,1,2,3,5,1,1,2,1,7,+4,0
Kris Humphries,18:34,3,5,.600,0,0,nan,3,3,1.000,1,4,5,0,0,2,0,0,9,+7,0
Courtney Lee,12:05,3,4,.750,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,6,-7,0
Vitor Faverani,2:41,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,2,+8,0
MarShon Brooks,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Keith Bogans,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,46,89,.517,10,21,.476,9,12,.750,11,28,39,24,4,5,12,25,111,nan,0
LeBron James,36:32,9,13,.692,0,0,nan,7,9,.778,1,7,8,10,0,0,5,1,25,+5,1
Dwyane Wade,33:48,7,14,.500,0,0,nan,4,8,.500,0,3,3,7,2,0,1,1,18,-4,1
Chris Bosh,31:21,7,12,.583,0,2,.000,6,8,.750,1,6,7,1,1,2,0,1,20,+5,1
Mario Chalmers,29:00,3,6,.500,2,2,1.000,2,2,1.000,0,2,2,3,1,0,1,1,10,+7,1
Shane Battier,27:02,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,0,2,0,3,3,+12,1
Ray Allen,24:27,2,4,.500,0,1,.000,1,1,1.000,0,4,4,3,0,0,1,1,5,-6,1
Norris Cole,19:00,2,4,.500,1,1,1.000,0,0,nan,0,1,1,2,0,1,0,0,5,-8,1
Chris Andersen,16:40,4,5,.800,0,0,nan,2,4,.500,2,2,4,0,0,2,1,0,10,-9,1
Rashard Lewis,13:54,1,4,.250,1,2,.500,1,2,.500,0,1,1,0,0,0,0,4,4,-6,1
Michael Beasley,8:16,5,7,.714,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,10,-1,1
Roger Mason,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,46,89,.517,10,21,.476,9,12,.750,11,28,39,24,4,5,12,25,111,nan,240,1
