Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Paul Millsap,41:53,9,20,.450,7,10,.700,0,0,nan,3,7,10,2,0,1,3,6,25,-2,0
Al Horford,40:16,8,13,.615,1,1,1.000,4,4,1.000,3,8,11,3,1,1,2,3,21,-8,0
Kyle Korver,39:58,5,9,.556,5,8,.625,0,0,nan,0,4,4,1,2,0,2,4,15,+4,0
Jeff Teague,38:07,10,20,.500,0,2,.000,6,10,.600,2,4,6,8,2,0,5,4,26,-7,0
DeMarre Carroll,25:25,3,4,.750,2,3,.667,0,0,nan,1,3,4,2,1,1,2,4,8,-4,0
Lou Williams,33:45,3,9,.333,1,4,.250,2,2,1.000,0,0,0,5,0,0,1,0,9,+4,0
Shelvin Mack,21:42,1,5,.200,0,1,.000,1,2,.500,0,0,0,7,1,0,2,1,3,-4,0
Mike Scott,10:58,3,6,.500,1,4,.250,1,1,1.000,0,2,2,0,0,0,0,0,8,+1,0
Elton Brand,8:30,2,4,.500,0,0,nan,0,0,nan,4,2,6,1,0,1,0,2,4,-5,0
Pero Antic,4:26,0,1,.000,0,1,.000,0,0,nan,0,3,3,0,0,0,1,2,0,+11,0
Dennis Schroder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
John Jenkins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Gustavo Ayon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,265,44,91,.484,17,34,.500,14,19,.737,13,33,46,29,7,4,18,26,119,nan,0
LeBron James,45:38,16,28,.571,4,9,.444,2,6,.333,4,4,8,6,2,0,0,2,38,-4,1
Mario Chalmers,35:28,4,11,.364,1,3,.333,3,4,.750,1,1,2,4,1,0,5,4,12,-4,1
Ray Allen,34:28,7,10,.700,1,4,.250,4,5,.800,1,5,6,1,0,0,2,1,19,-3,1
Chris Bosh,30:00,5,10,.500,0,0,nan,1,1,1.000,2,2,4,0,2,4,2,2,11,-11,1
Shane Battier,16:17,0,1,.000,0,1,.000,0,0,nan,1,1,2,1,1,0,1,0,0,-14,1
Chris Andersen,25:24,3,3,1.000,0,0,nan,6,9,.667,3,6,9,2,0,2,1,1,12,+12,1
Norris Cole,20:35,2,8,.250,1,3,.333,0,0,nan,0,2,2,3,2,0,1,2,5,+8,1
Michael Beasley,20:02,3,8,.375,1,1,1.000,3,4,.750,1,6,7,1,0,0,0,4,10,+8,1
Rashard Lewis,18:36,3,5,.600,0,2,.000,0,0,nan,0,0,0,1,0,0,1,1,6,+9,1
Roger Mason,18:32,3,7,.429,2,6,.333,0,0,nan,0,4,4,1,0,0,0,2,8,+9,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
265,44,91,.484,17,34,.500,14,19,.737,13,33,46,29,7,4,18,26,119,nan,265,1
