Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Stephen Jackson,36:51,8,17,.471,1,4,.250,0,0,nan,1,2,3,1,1,0,1,4,17,-23,0
Jermaine O'Neal,30:16,3,12,.250,0,1,.000,1,6,.167,2,13,15,3,1,2,2,4,7,-18,0
Danny Granger,29:50,4,8,.500,1,2,.500,3,4,.750,4,7,11,0,0,0,0,1,12,-30,0
Jamaal Tinsley,26:56,3,9,.333,0,0,nan,0,0,nan,0,4,4,2,0,1,6,3,6,-18,0
David Harrison,19:16,2,8,.250,0,0,nan,1,9,.111,2,3,5,0,0,0,4,6,5,-24,0
Fred Jones,32:30,0,6,.000,0,2,.000,2,2,1.000,0,1,1,3,2,0,1,1,2,-16,0
Sarunas Jasikevicius,24:03,3,11,.273,1,4,.250,1,1,1.000,0,2,2,4,1,0,0,1,8,-10,0
Austin Croshere,19:24,1,4,.250,1,3,.333,0,0,nan,1,3,4,1,0,0,0,0,3,-4,0
Jeff Foster,15:04,1,2,.500,0,0,nan,2,2,1.000,3,2,5,1,0,2,2,3,4,-2,0
Eddie Gill,5:51,1,3,.333,0,0,nan,0,0,nan,0,0,0,0,1,1,1,0,2,-5,0
Team Totals,240,26,80,.325,4,16,.250,10,24,.417,13,37,50,15,6,6,17,23,66,nan,0
LeBron James,35:22,7,21,.333,2,5,.400,7,10,.700,0,7,7,8,2,2,1,0,23,+33,1
Sasha Pavlovic,33:02,6,9,.667,4,5,.800,0,2,.000,0,3,3,1,1,0,1,4,16,+24,1
Zydrunas Ilgauskas,30:18,7,12,.583,0,0,nan,4,5,.800,0,9,9,2,2,4,2,3,18,+33,1
Eric Snow,29:15,1,3,.333,0,0,nan,2,4,.500,1,2,3,5,0,1,2,1,4,+21,1
Drew Gooden,24:50,6,9,.667,0,0,nan,2,2,1.000,3,7,10,1,2,1,0,4,14,+18,1
Damon Jones,25:14,1,5,.200,0,2,.000,0,0,nan,0,1,1,2,1,0,2,1,2,+10,1
Donyell Marshall,21:18,3,7,.429,0,2,.000,0,0,nan,2,5,7,1,0,1,2,3,6,+9,1
Alan Henderson,14:17,2,6,.333,0,0,nan,2,3,.667,3,1,4,1,1,1,0,2,6,-3,1
Ira Newble,10:04,0,1,.000,0,0,nan,2,2,1.000,0,1,1,0,0,0,0,2,2,-6,1
Luke Jackson,5:51,0,2,.000,0,0,nan,1,2,.500,1,1,2,0,0,0,0,0,1,+5,1
Anderson Varejao,5:17,1,2,.500,0,0,nan,0,0,nan,0,1,1,0,0,0,1,3,2,+3,1
Mike Wilks,5:12,1,3,.333,0,0,nan,0,0,nan,0,2,2,1,0,0,0,0,2,+3,1
240,26,80,.325,4,16,.250,10,24,.417,13,37,50,15,6,6,17,23,66,nan,240,1
