Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:34,8,11,.727,3,6,.500,5,7,.714,1,5,6,12,2,2,3,3,24,+10,0
J.R. Smith,35:00,3,5,.600,2,4,.500,0,0,nan,0,1,1,3,0,0,2,3,8,+10,0
Kevin Love,33:25,7,16,.438,4,9,.444,7,8,.875,6,10,16,2,0,0,5,2,25,+12,0
Jae Crowder,28:36,6,10,.600,2,5,.400,1,2,.500,0,2,2,3,0,0,0,2,15,+7,0
Jose Calderon,18:13,1,3,.333,1,2,.500,0,0,nan,0,0,0,2,0,0,0,2,3,-3,0
Dwyane Wade,22:34,6,11,.545,3,5,.600,4,6,.667,0,2,2,3,4,2,2,2,19,0,0
Kyle Korver,21:28,2,7,.286,2,5,.400,0,0,nan,0,3,3,2,1,0,4,1,6,-2,0
Jeff Green,19:20,4,9,.444,0,1,.000,4,4,1.000,1,2,3,2,1,1,1,2,12,+9,0
Channing Frye,12:32,2,4,.500,0,1,.000,0,0,nan,2,1,3,0,0,0,1,1,4,-3,0
Cedi Osman,11:18,2,3,.667,1,1,1.000,0,0,nan,2,2,4,1,1,0,1,2,5,-5,0
John Holland,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,41,79,.519,18,39,.462,21,27,.778,12,28,40,30,9,5,19,20,121,nan,0
Dennis Schroder,32:58,11,19,.579,1,4,.250,4,4,1.000,1,1,2,5,0,0,2,1,27,-10,1
Kent Bazemore,31:49,3,8,.375,1,3,.333,0,0,nan,0,4,4,6,2,0,5,2,7,-6,1
Taurean Waller-Prince,28:05,4,12,.333,2,5,.400,2,2,1.000,0,4,4,2,0,0,1,0,12,-8,1
John Collins,25:52,6,7,.857,0,0,nan,1,1,1.000,4,3,7,0,2,1,0,3,13,-7,1
Luke Babbitt,18:28,2,4,.500,2,4,.500,2,2,1.000,0,0,0,2,0,0,0,2,8,-11,1
Ersan Ilyasova,30:26,8,11,.727,4,6,.667,2,2,1.000,1,2,3,0,4,1,1,5,22,+7,1
Marco Belinelli,28:11,4,9,.444,2,5,.400,8,9,.889,1,3,4,5,0,1,3,1,18,+3,1
DeAndre' Bembry,20:37,3,4,.750,0,0,nan,1,2,.500,0,2,2,2,1,1,4,4,7,-3,1
Isaiah Taylor,15:02,0,3,.000,0,2,.000,0,2,.000,0,1,1,0,0,0,1,2,0,+3,1
Tyler Cavanaugh,5:02,0,2,.000,0,2,.000,0,0,nan,1,0,1,2,0,0,0,0,0,-10,1
Miles Plumlee,3:30,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+7,1
Josh Magette,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Malcolm Delaney,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,79,.519,18,39,.462,21,27,.778,12,28,40,30,9,5,19,20,121,nan,240,1
