Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Courtney Lee,41:50,3,14,.214,0,5,.000,2,2,1.000,1,3,4,2,1,0,2,2,8,0,0
Brook Lopez,40:03,6,17,.353,0,0,nan,10,11,.909,5,10,15,2,0,1,1,2,22,-3,0
Devin Harris,37:29,7,18,.389,0,4,.000,8,8,1.000,0,0,0,3,1,0,3,1,22,-16,0
Trenton Hassell,35:36,2,6,.333,0,0,nan,0,0,nan,4,3,7,1,0,1,0,4,4,-9,0
Josh Boone,28:01,3,4,.750,0,0,nan,1,2,.500,3,2,5,1,1,0,0,0,7,-8,0
Rafer Alston,18:37,7,14,.500,4,7,.571,2,2,1.000,0,1,1,3,1,0,1,3,20,-6,0
Eduardo Najera,14:52,1,2,.500,0,1,.000,0,2,.000,2,1,3,1,2,0,1,4,2,+1,0
Terrence Williams,13:14,0,1,.000,0,0,nan,1,2,.500,0,1,1,0,0,0,0,1,1,0,0
Bobby Simmons,10:19,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,4,3,-9,0
Team Totals,240,30,77,.390,5,18,.278,24,29,.828,15,21,36,13,6,2,8,21,89,nan,0
LeBron James,40:28,9,19,.474,1,5,.200,4,6,.667,1,5,6,7,2,0,6,3,23,+7,1
Mo Williams,37:11,5,8,.625,2,4,.500,1,4,.250,1,7,8,6,0,0,4,4,13,+11,1
Shaquille O'Neal,24:54,7,9,.778,0,0,nan,2,6,.333,3,2,5,2,1,3,1,3,16,-4,1
Anthony Parker,20:35,2,4,.500,1,2,.500,0,0,nan,0,0,0,4,1,0,0,0,5,-4,1
J.J. Hickson,12:09,3,3,1.000,0,0,nan,0,0,nan,0,2,2,1,0,0,0,3,6,+4,1
Jamario Moon,26:47,2,6,.333,0,1,.000,4,4,1.000,1,7,8,1,0,0,0,2,8,+9,1
Daniel Gibson,22:36,2,5,.400,0,1,.000,4,4,1.000,0,1,1,1,0,1,0,1,8,+11,1
Zydrunas Ilgauskas,22:11,7,9,.778,0,0,nan,2,3,.667,1,4,5,1,1,3,2,2,16,+12,1
Anderson Varejao,19:18,2,3,.667,0,0,nan,0,0,nan,1,4,5,0,0,0,0,4,4,0,1
Darnell Jackson,13:25,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,1,1,0,+4,1
Jawad Williams,0:26,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,30,77,.390,5,18,.278,24,29,.828,15,21,36,13,6,2,8,21,89,nan,240,1
