Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,47:29,12,25,.480,5,9,.556,5,6,.833,3,9,12,7,1,1,2,2,34,+8,0
Kyrie Irving,45:13,8,23,.348,3,7,.429,9,9,1.000,0,5,5,5,0,0,2,1,28,+1,0
Richard Jefferson,35:03,2,7,.286,1,5,.200,3,3,1.000,0,2,2,0,1,0,1,2,8,-4,0
Tristan Thompson,25:54,4,7,.571,0,0,nan,2,3,.667,5,7,12,0,1,1,2,5,10,-3,0
J.R. Smith,17:25,2,6,.333,2,4,.500,0,0,nan,0,1,1,0,0,0,0,2,6,0,0
Iman Shumpert,32:36,2,8,.250,1,4,.250,1,2,.500,0,4,4,2,1,0,0,1,6,+10,0
Channing Frye,24:40,5,11,.455,3,7,.429,2,2,1.000,1,2,3,2,0,0,0,4,15,+12,0
DeAndre Liggins,19:47,1,2,.500,1,2,.500,0,0,nan,0,2,2,3,1,0,1,0,3,+7,0
Mike Dunleavy,14:27,1,2,.500,1,2,.500,0,0,nan,0,2,2,0,0,0,2,3,3,+2,0
James Jones,2:26,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,0,1,1,-3,0
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kevin Love,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kay Felder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,265,37,91,.407,17,40,.425,23,27,.852,9,34,43,19,5,2,10,21,114,nan,0
Jabari Parker,46:01,13,25,.520,0,2,.000,4,7,.571,3,6,9,3,0,0,1,3,30,+3,1
Giannis Antetokounmpo,43:48,5,13,.385,2,3,.667,13,15,.867,2,11,13,2,2,3,2,6,25,+3,1
Tony Snell,40:55,3,7,.429,2,5,.400,0,0,nan,0,6,6,4,0,2,1,1,8,+3,1
Matthew Dellavedova,39:09,3,10,.300,2,7,.286,0,0,nan,1,2,3,5,1,0,4,3,8,-3,1
John Henson,26:39,5,7,.714,0,0,nan,4,6,.667,2,6,8,1,2,1,2,1,14,+2,1
Malcolm Brogdon,19:23,3,6,.500,0,2,.000,0,0,nan,0,1,1,5,1,0,2,4,6,-11,1
Mirza Teletovic,18:55,4,9,.444,1,5,.200,0,0,nan,1,4,5,0,0,0,1,2,9,-14,1
Greg Monroe,17:56,3,5,.600,0,0,nan,0,1,.000,1,3,4,1,0,0,1,1,6,+1,1
Jason Terry,12:14,1,5,.200,0,3,.000,0,0,nan,1,1,2,1,0,0,0,0,2,-14,1
Miles Plumlee,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Steve Novak,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Rashad Vaughn,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Thon Maker,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
265,37,91,.407,17,40,.425,23,27,.852,9,34,43,19,5,2,10,21,114,nan,265,1
