Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Arron Afflalo,40:16,5,8,.625,4,6,.667,0,0,nan,0,2,2,3,0,0,2,4,14,+4,0
DeMarcus Cousins,39:26,11,30,.367,0,5,.000,6,9,.667,2,9,11,9,3,1,2,3,28,+2,0
Garrett Temple,37:45,4,9,.444,1,4,.250,3,3,1.000,0,4,4,2,4,0,0,3,12,-1,0
Darren Collison,36:09,8,14,.571,3,5,.600,4,4,1.000,1,2,3,5,2,1,3,3,23,+7,0
Kosta Koufos,17:54,1,2,.500,0,0,nan,2,2,1.000,2,4,6,1,0,0,0,2,4,-6,0
Willie Cauley-Stein,26:27,3,8,.375,0,0,nan,2,2,1.000,3,7,10,0,1,1,0,2,8,0,0
Anthony Tolliver,19:43,2,5,.400,0,2,.000,0,0,nan,0,1,1,1,0,0,1,3,4,+1,0
Ty Lawson,17:06,2,6,.333,0,2,.000,1,1,1.000,0,1,1,4,1,0,1,1,5,+2,0
Matt Barnes,16:00,2,7,.286,2,5,.400,0,0,nan,2,4,6,3,1,0,1,4,6,+9,0
Malachi Richardson,14:13,5,6,.833,1,2,.500,1,1,1.000,1,2,3,1,1,0,1,3,12,+2,0
Ben McLemore,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Skal Labissiere,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,265,43,95,.453,11,31,.355,19,22,.864,11,36,47,29,13,3,11,28,116,nan,0
LeBron James,44:49,8,15,.533,0,3,.000,8,11,.727,4,9,13,11,2,1,5,3,24,-1,1
Kyrie Irving,41:58,9,19,.474,1,4,.250,1,2,.500,0,1,1,6,2,2,3,3,20,+6,1
Kevin Love,39:24,7,16,.438,4,9,.444,3,6,.500,4,12,16,5,1,0,4,3,21,+9,1
Tristan Thompson,31:56,2,3,.667,0,0,nan,2,6,.333,3,5,8,1,0,1,0,5,6,-4,1
Iman Shumpert,27:54,6,9,.667,4,7,.571,0,0,nan,0,3,3,2,2,0,0,2,16,+5,1
Kyle Korver,33:44,4,9,.444,4,7,.571,0,0,nan,1,0,1,3,0,1,1,2,12,-17,1
Channing Frye,18:36,3,6,.500,2,5,.400,0,0,nan,0,2,2,0,0,1,2,1,8,-2,1
James Jones,14:28,0,2,.000,0,2,.000,2,5,.400,1,2,3,0,0,0,0,0,2,-9,1
Kay Felder,10:55,1,2,.500,0,0,nan,1,4,.250,0,0,0,1,2,0,3,2,3,-7,1
DeAndre Liggins,1:16,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Richard Jefferson,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
265,43,95,.453,11,31,.355,19,22,.864,11,36,47,29,13,3,11,28,116,nan,265,1
