Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,46:11,8,22,.364,1,5,.200,14,17,.824,3,8,11,7,3,1,2,3,31,+12,0
Larry Hughes,40:24,5,13,.385,1,4,.250,8,8,1.000,0,4,4,3,2,0,1,1,19,+2,0
Zydrunas Ilgauskas,40:14,9,16,.563,0,0,nan,2,2,1.000,4,15,19,1,0,2,2,3,20,+12,0
Drew Gooden,36:39,6,11,.545,0,1,.000,2,2,1.000,2,6,8,2,1,0,2,5,14,+6,0
Sasha Pavlovic,14:42,0,4,.000,0,2,.000,0,0,nan,0,1,1,3,1,0,2,3,0,-7,0
Daniel Gibson,27:50,3,4,.750,2,2,1.000,0,0,nan,1,2,3,1,0,0,0,1,8,+17,0
Eric Snow,15:57,0,1,.000,0,0,nan,2,2,1.000,0,0,0,1,1,0,0,1,2,-3,0
Anderson Varejao,13:00,0,2,.000,0,0,nan,0,0,nan,0,0,0,1,1,0,0,1,0,-4,0
Donyell Marshall,4:40,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,1,0,3,+2,0
Ira Newble,0:23,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Team Totals,240,32,75,.427,5,16,.313,28,31,.903,10,36,46,19,9,3,10,18,97,nan,0
Antawn Jamison,42:55,12,25,.480,3,6,.500,4,5,.800,1,3,4,1,0,0,2,2,31,-7,1
Antonio Daniels,37:43,3,8,.375,1,2,.500,6,7,.857,0,6,6,12,1,0,2,1,13,-2,1
Jarvis Hayes,25:46,1,5,.200,1,4,.250,2,2,1.000,0,4,4,1,0,0,0,3,5,+2,1
DeShawn Stevenson,22:16,0,8,.000,0,4,.000,0,0,nan,0,4,4,1,1,0,0,2,0,0,1
Etan Thomas,18:14,2,5,.400,0,0,nan,2,2,1.000,0,3,3,0,1,0,2,2,6,-2,1
Andray Blatche,21:03,3,4,.750,0,0,nan,1,1,1.000,2,3,5,0,0,0,1,1,7,-13,1
Darius Songaila,19:25,8,13,.615,0,0,nan,0,0,nan,1,1,2,0,0,0,1,3,16,-6,1
Roger Mason,18:53,2,5,.400,1,3,.333,0,0,nan,0,1,1,0,0,0,1,2,5,-8,1
Calvin Booth,18:21,2,3,.667,0,0,nan,0,0,nan,2,2,4,1,1,0,1,3,4,+1,1
Donell Taylor,15:04,1,4,.250,0,0,nan,1,1,1.000,0,2,2,4,0,0,2,2,3,0,1
Michael Ruffin,0:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,32,75,.427,5,16,.313,28,31,.903,10,36,46,19,9,3,10,18,97,nan,240,1
