Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:50,16,24,.667,1,3,.333,2,5,.400,0,4,4,6,0,1,2,3,35,-2,0
Ben Wallace,32:42,2,6,.333,0,0,nan,3,4,.750,5,6,11,1,1,0,0,2,7,-14,0
Delonte West,29:20,3,8,.375,1,4,.250,0,0,nan,0,8,8,7,0,0,2,3,7,+1,0
Anderson Varejao,25:28,2,5,.400,0,0,nan,2,2,1.000,2,4,6,1,0,0,3,5,6,-1,0
Devin Brown,20:14,4,6,.667,2,4,.500,0,0,nan,0,1,1,1,1,0,2,3,10,-3,0
Wally Szczerbiak,37:59,5,18,.278,2,9,.222,1,1,1.000,0,2,2,4,1,0,2,2,13,-4,0
Joe Smith,28:47,5,11,.455,0,0,nan,2,2,1.000,3,5,8,2,0,0,1,1,12,+4,0
Damon Jones,20:53,4,5,.800,4,4,1.000,0,0,nan,0,1,1,5,0,0,0,3,12,-1,0
Dwayne Jones,6:48,0,0,nan,0,0,nan,0,0,nan,2,1,3,0,0,0,1,2,0,+5,0
Team Totals,240,41,83,.494,10,24,.417,10,14,.714,12,32,44,27,3,1,13,24,102,nan,0
Mo Williams,46:15,12,22,.545,3,6,.500,10,10,1.000,1,6,7,6,0,0,4,1,37,+7,1
Michael Redd,40:47,7,17,.412,1,4,.250,10,11,.909,0,2,2,4,1,0,0,2,25,+5,1
Andrew Bogut,38:56,5,15,.333,0,0,nan,6,10,.600,4,4,8,0,2,1,1,2,16,+5,1
Desmond Mason,37:00,5,9,.556,0,0,nan,1,1,1.000,3,8,11,5,0,0,1,1,11,+10,1
Charlie Villanueva,32:09,4,12,.333,1,3,.333,1,1,1.000,3,5,8,2,0,1,1,2,10,+14,1
Yi Jianlian,15:51,0,1,.000,0,0,nan,2,2,1.000,1,2,3,2,0,0,1,3,2,-11,1
Charlie Bell,11:00,0,0,nan,0,0,nan,2,2,1.000,0,0,0,1,1,0,0,4,2,-7,1
Dan Gadzuric,9:04,0,0,nan,0,0,nan,0,0,nan,0,3,3,0,1,0,0,0,0,-2,1
Royal Ivey,8:58,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,2,-6,1
240,41,83,.494,10,24,.417,10,14,.714,12,32,44,27,3,1,13,24,102,nan,240,1
