Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,44:25,7,23,.304,0,3,.000,11,14,.786,0,6,6,5,1,1,2,3,25,+5,0
Larry Hughes,44:14,4,11,.364,0,1,.000,7,9,.778,1,1,2,4,2,1,1,1,15,+2,0
Zydrunas Ilgauskas,29:03,8,13,.615,0,0,nan,2,2,1.000,4,4,8,1,0,0,2,4,18,+11,0
Drew Gooden,25:09,6,13,.462,0,0,nan,0,0,nan,3,0,3,1,3,0,2,2,12,-11,0
Sasha Pavlovic,22:00,1,3,.333,0,1,.000,4,4,1.000,0,2,2,1,1,0,2,1,6,-3,0
Anderson Varejao,26:11,3,6,.500,0,0,nan,2,4,.500,3,3,6,2,1,1,0,3,8,+5,0
Eric Snow,17:19,1,1,1.000,0,0,nan,2,2,1.000,0,2,2,4,1,0,0,1,4,0,0
Ira Newble,16:34,3,4,.750,2,2,1.000,1,2,.500,2,3,5,1,1,0,1,3,9,+11,0
Donyell Marshall,14:23,1,3,.333,0,2,.000,0,0,nan,0,2,2,1,2,0,1,2,2,+7,0
Scot Pollard,0:42,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Team Totals,240,34,77,.442,2,9,.222,29,37,.784,13,23,36,20,12,3,11,20,99,nan,0
Antonio Daniels,43:54,6,10,.600,1,3,.333,5,8,.625,0,5,5,12,0,0,7,3,18,-4,1
DeShawn Stevenson,42:07,6,14,.429,2,7,.286,3,4,.750,0,4,4,5,1,1,4,2,17,-2,1
Antawn Jamison,39:17,11,20,.550,1,3,.333,4,8,.500,2,2,4,1,1,1,6,5,27,+1,1
Etan Thomas,35:47,5,7,.714,0,0,nan,0,2,.000,4,10,14,0,0,2,1,6,10,-1,1
Jarvis Hayes,27:34,4,8,.500,2,4,.500,0,0,nan,0,3,3,1,0,0,2,4,10,-7,1
Darius Songaila,26:31,5,9,.556,0,0,nan,0,0,nan,0,5,5,2,0,0,2,2,10,-3,1
Brendan Haywood,8:47,1,3,.333,0,0,nan,0,0,nan,0,1,1,0,1,0,0,1,2,-3,1
Roger Mason,8:19,0,2,.000,0,1,.000,0,0,nan,0,0,0,1,0,0,0,1,0,-3,1
Michael Ruffin,7:45,0,1,.000,0,0,nan,0,0,nan,3,1,4,0,0,0,1,1,0,-3,1
240,34,77,.442,2,9,.222,29,37,.784,13,23,36,20,12,3,11,20,99,nan,240,1
