Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Anthony Tolliver,39:55,6,12,.500,5,8,.625,3,4,.750,1,2,3,5,0,0,0,4,20,-17,0
Andre Drummond,35:04,7,14,.500,0,0,nan,3,4,.750,4,7,11,4,1,1,1,4,17,-22,0
Reggie Bullock,30:18,4,8,.500,4,6,.667,2,2,1.000,0,5,5,4,1,0,0,1,14,-16,0
Ish Smith,27:07,3,9,.333,0,1,.000,1,1,1.000,1,3,4,5,1,0,5,3,7,-16,0
Tobias Harris,26:47,8,20,.400,4,11,.364,0,0,nan,0,5,5,2,0,0,0,4,20,-23,0
Stanley Johnson,28:28,6,15,.400,1,6,.167,1,2,.500,0,4,4,3,2,1,0,2,14,+9,0
Dwight Buycks,20:53,4,9,.444,0,2,.000,0,0,nan,0,4,4,3,0,1,0,3,8,-1,0
Luke Kennard,18:32,1,7,.143,0,2,.000,0,0,nan,0,4,4,2,0,0,0,0,2,-4,0
Eric Moreland,12:57,1,1,1.000,0,0,nan,0,0,nan,1,2,3,3,0,3,0,2,2,+5,0
Henry Ellenson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Langston Galloway,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Avery Bradley,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Boban Marjanovic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,40,95,.421,14,36,.389,10,13,.769,7,36,43,31,5,6,6,23,104,nan,0
LeBron James,37:48,8,15,.533,1,4,.250,8,9,.889,1,7,8,14,1,0,3,0,25,+18,1
J.R. Smith,29:16,4,7,.571,4,7,.571,3,3,1.000,0,4,4,1,0,0,3,1,15,+10,1
Isaiah Thomas,27:24,5,12,.417,1,4,.250,3,4,.750,0,2,2,7,0,0,1,3,14,+4,1
Kevin Love,27:03,8,14,.571,4,6,.667,0,0,nan,0,11,11,1,0,0,0,2,20,+10,1
Tristan Thompson,20:29,4,5,.800,0,0,nan,1,1,1.000,0,4,4,0,0,0,0,2,9,+7,1
Jae Crowder,25:32,4,6,.667,1,2,.500,3,4,.750,1,2,3,0,0,1,0,2,12,+12,1
Kyle Korver,22:30,4,9,.444,3,7,.429,1,1,1.000,1,2,3,1,0,1,0,2,12,+16,1
Channing Frye,20:38,3,7,.429,1,3,.333,0,0,nan,1,6,7,2,1,0,1,1,7,+7,1
Jeff Green,19:54,2,6,.333,0,2,.000,1,2,.500,0,2,2,1,0,0,2,1,5,-1,1
Derrick Rose,8:36,0,2,.000,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,0,2,-1,1
Cedi Osman,0:50,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,1,0,0,0,+3,1
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Iman Shumpert,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,40,95,.421,14,36,.389,10,13,.769,7,36,43,31,5,6,6,23,104,nan,240,1
