Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Antonio Daniels,44:04,4,10,.400,0,1,.000,3,4,.750,0,1,1,11,2,0,2,1,11,0,0
Antawn Jamison,39:08,12,24,.500,3,8,.375,4,6,.667,2,8,10,1,0,3,0,4,31,-4,0
Jarvis Hayes,33:03,2,13,.154,1,4,.250,0,0,nan,2,2,4,1,2,1,0,2,5,-10,0
DeShawn Stevenson,30:41,3,12,.250,0,4,.000,2,4,.500,2,0,2,2,1,0,0,2,8,-21,0
Etan Thomas,15:59,3,5,.600,0,0,nan,3,4,.750,1,4,5,1,0,1,1,1,9,-14,0
Darius Songaila,29:41,6,13,.462,0,1,.000,1,1,1.000,2,6,8,2,0,0,1,5,13,+4,0
Roger Mason,21:13,2,6,.333,2,4,.500,4,5,.800,0,1,1,1,0,0,0,4,10,+10,0
Brendan Haywood,18:47,5,6,.833,0,0,nan,3,4,.750,3,1,4,1,1,0,1,4,13,0,0
Michael Ruffin,7:26,1,1,1.000,0,0,nan,0,0,nan,1,2,3,0,1,0,0,0,2,0,0
Team Totals,240,38,90,.422,6,22,.273,20,28,.714,13,25,38,20,7,5,5,23,102,nan,0
LeBron James,45:00,8,22,.364,0,3,.000,11,13,.846,4,4,8,7,1,2,2,2,27,+12,1
Larry Hughes,44:12,5,11,.455,2,4,.500,7,8,.875,1,7,8,5,0,0,4,1,19,+13,1
Zydrunas Ilgauskas,37:02,7,14,.500,0,0,nan,2,3,.667,3,6,9,1,0,3,4,5,16,+15,1
Drew Gooden,32:01,10,13,.769,0,0,nan,4,5,.800,4,10,14,2,0,0,1,4,24,+10,1
Sasha Pavlovic,28:28,4,12,.333,0,3,.000,1,2,.500,1,3,4,1,0,0,1,3,9,+19,1
Anderson Varejao,20:47,3,6,.500,0,0,nan,0,0,nan,2,5,7,1,0,0,1,3,6,-5,1
Eric Snow,20:39,2,4,.500,0,1,.000,1,2,.500,1,5,6,3,1,0,1,2,5,-15,1
Daniel Gibson,7:13,1,2,.500,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,-7,1
Donyell Marshall,3:21,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-6,1
Ira Newble,1:19,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-1,1
240,38,90,.422,6,22,.273,20,28,.714,13,25,38,20,7,5,5,23,102,nan,240,1
