Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Dwight Howard,44:39,5,10,.500,0,0,nan,4,6,.667,5,13,18,5,0,5,1,5,14,+13,0
Jason Richardson,39:42,9,14,.643,6,8,.750,0,0,nan,1,2,3,2,0,0,2,1,24,+15,0
Jameer Nelson,34:57,6,15,.400,1,4,.250,3,4,.750,0,1,1,7,0,0,3,4,16,-5,0
Hedo Turkoglu,30:32,1,3,.333,1,2,.500,0,0,nan,0,4,4,5,0,0,4,5,3,-12,0
Brandon Bass,22:25,3,6,.500,0,0,nan,2,2,1.000,0,3,3,1,0,2,0,2,8,-13,0
Ryan Anderson,22:59,5,10,.500,3,6,.500,2,2,1.000,2,3,5,0,1,1,0,1,15,-1,0
Quentin Richardson,16:37,1,3,.333,1,2,.500,0,0,nan,0,2,2,0,2,0,0,3,3,+9,0
Gilbert Arenas,15:36,3,7,.429,3,5,.600,2,2,1.000,0,0,0,2,0,0,3,0,11,+10,0
J.J. Redick,12:33,1,3,.333,1,2,.500,2,2,1.000,0,1,1,3,0,0,0,3,5,-1,0
Team Totals,240,34,71,.479,16,29,.552,15,18,.833,8,29,37,25,3,8,13,24,99,nan,0
Dwyane Wade,41:01,10,18,.556,0,1,.000,8,12,.667,2,2,4,5,4,1,2,3,28,-9,1
LeBron James,39:56,11,16,.688,0,2,.000,7,7,1.000,2,4,6,4,0,2,2,2,29,0,1
Chris Bosh,39:49,5,15,.333,0,1,.000,3,3,1.000,0,5,5,1,2,0,1,1,13,-8,1
Erick Dampier,31:20,3,3,1.000,0,0,nan,3,3,1.000,2,1,3,0,2,2,3,4,9,+9,1
Mario Chalmers,24:16,2,11,.182,1,6,.167,1,1,1.000,0,4,4,2,0,0,1,1,6,+5,1
Mike Miller,23:58,2,3,.667,1,2,.500,0,0,nan,1,5,6,0,2,0,1,1,5,-5,1
Mike Bibby,19:04,1,4,.250,1,4,.250,0,2,.000,1,2,3,1,0,0,1,1,3,-7,1
Joel Anthony,9:30,1,2,.500,0,0,nan,0,0,nan,0,2,2,0,0,0,1,3,2,-7,1
James Jones,6:59,0,1,.000,0,1,.000,1,2,.500,0,1,1,0,0,0,0,1,1,+6,1
Zydrunas Ilgauskas,4:08,0,2,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,+1,1
240,34,71,.479,16,29,.552,15,18,.833,8,29,37,25,3,8,13,24,99,nan,240,1
