Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Stephen Curry,41:03,8,17,.471,4,7,.571,2,2,1.000,0,2,2,7,1,0,4,1,22,+18,0
Andre Iguodala,39:16,8,15,.533,4,9,.444,2,2,1.000,1,7,8,0,1,0,1,4,22,+16,0
Klay Thompson,39:06,4,9,.444,1,5,.200,0,0,nan,0,2,2,2,0,1,0,0,9,+15,0
Harrison Barnes,33:04,4,9,.444,2,5,.400,4,4,1.000,3,5,8,0,0,2,0,2,14,+9,0
Draymond Green,32:21,6,11,.545,1,3,.333,4,7,.571,0,7,7,6,2,1,0,5,17,+16,0
Shaun Livingston,24:30,2,4,.500,0,0,nan,3,4,.750,1,7,8,4,1,1,1,3,7,+25,0
David Lee,15:28,3,7,.429,0,0,nan,3,6,.500,0,5,5,3,0,0,0,1,9,+4,0
Leandro Barbosa,6:57,1,3,.333,0,1,.000,0,0,nan,0,0,0,1,0,0,0,1,2,+3,0
Andrew Bogut,2:46,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,1,3,0,0,0
Marreese Speights,2:08,0,2,.000,0,0,nan,1,2,.500,1,1,2,0,0,0,0,1,1,0,0
Justin Holiday,2:08,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
James Michael McAdoo,1:12,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-1,0
Festus Ezeli,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,36,77,.468,12,30,.400,19,27,.704,6,38,44,24,5,5,7,21,103,nan,0
LeBron James,40:55,7,22,.318,1,4,.250,5,10,.500,2,10,12,8,0,0,2,5,20,-15,1
Iman Shumpert,39:04,2,9,.222,1,5,.200,0,0,nan,1,6,7,1,0,1,0,2,5,-12,1
Tristan Thompson,38:25,6,10,.600,0,0,nan,0,0,nan,6,7,13,0,0,1,0,1,12,-13,1
Timofey Mozgov,33:29,9,16,.563,0,0,nan,10,12,.833,6,4,10,1,1,0,3,3,28,-5,1
Matthew Dellavedova,33:24,3,14,.214,2,9,.222,2,2,1.000,0,1,1,4,1,0,3,2,10,-12,1
J.R. Smith,27:34,2,12,.167,0,8,.000,0,0,nan,1,1,2,2,0,0,0,4,4,-27,1
James Jones,17:51,0,3,.000,0,1,.000,0,0,nan,0,3,3,0,0,1,1,1,0,-15,1
Kendrick Perkins,3:06,0,2,.000,0,0,nan,2,2,1.000,0,1,1,0,0,0,0,1,2,-2,1
Joe Harris,3:06,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,0,0,1,-2,1
Mike Miller,3:06,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Shawn Marion,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kyrie Irving,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,77,.468,12,30,.400,19,27,.704,6,38,44,24,5,5,7,21,103,nan,240,1
