Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:23,11,17,.647,0,1,.000,10,12,.833,0,7,7,9,2,1,8,2,32,+7,0
Chris Bosh,36:43,6,14,.429,0,1,.000,4,4,1.000,2,3,5,2,1,2,2,4,16,-2,0
Joel Anthony,19:44,0,1,.000,0,0,nan,2,2,1.000,3,1,4,0,2,1,2,1,2,+7,0
James Jones,18:58,3,6,.500,2,5,.400,0,0,nan,0,1,1,0,1,1,0,2,8,+3,0
Mario Chalmers,18:25,3,4,.750,0,1,.000,1,2,.500,0,4,4,7,2,0,1,5,7,+15,0
Udonis Haslem,31:01,5,11,.455,0,0,nan,2,2,1.000,1,11,12,1,0,1,3,1,12,+14,0
Norris Cole,30:31,4,13,.308,1,3,.333,0,0,nan,0,3,3,6,3,0,2,5,9,-5,0
Shane Battier,24:42,3,4,.750,2,2,1.000,0,0,nan,2,1,3,1,0,0,1,2,8,+11,0
Terrel Harris,14:01,2,5,.400,0,2,.000,0,0,nan,2,1,3,1,1,0,3,1,4,+2,0
Dexter Pittman,7:21,1,1,1.000,0,0,nan,1,2,.500,0,2,2,0,0,1,0,3,3,+4,0
Mickell Gladness,1:11,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,1,0,1,0,-1,0
Team Totals,240,38,76,.500,5,15,.333,20,24,.833,10,35,45,27,12,8,22,27,101,nan,0
Kris Humphries,39:26,8,21,.381,0,0,nan,9,11,.818,5,7,12,1,3,1,4,5,25,-1,1
Deron Williams,38:44,4,16,.250,2,7,.286,0,2,.000,1,2,3,10,1,0,5,3,10,-14,1
Anthony Morrow,28:10,4,10,.400,3,7,.429,0,0,nan,1,3,4,4,1,0,3,2,11,-13,1
DeShawn Stevenson,25:20,2,6,.333,2,6,.333,0,0,nan,0,0,0,2,0,0,0,3,6,-7,1
Johan Petro,3:50,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,2,1,1,2,0,-12,1
Shelden Williams,30:40,2,5,.400,0,0,nan,4,5,.800,6,7,13,0,1,1,4,1,8,-3,1
MarShon Brooks,24:02,3,7,.429,2,3,.667,4,5,.800,0,2,2,0,3,0,2,1,12,-1,1
Jordan Farmar,16:50,3,7,.429,0,3,.000,2,2,1.000,0,2,2,6,1,0,0,0,8,-3,1
Shawne Williams,14:33,1,5,.200,1,5,.200,1,1,1.000,0,0,0,1,0,0,1,2,4,-10,1
Sundiata Gaines,9:17,1,4,.250,0,2,.000,4,4,1.000,2,1,3,0,2,0,1,0,6,+8,1
Jordan Williams,7:57,0,2,.000,0,0,nan,0,2,.000,2,0,2,0,0,0,0,1,0,0,1
Dennis Horner,1:11,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,+1,1
240,38,76,.500,5,15,.333,20,24,.833,10,35,45,27,12,8,22,27,101,nan,240,1
