Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Dwyane Wade,40:57,12,22,.545,1,4,.250,6,7,.857,1,6,7,5,1,3,1,2,31,+7,0
LeBron James,39:44,11,24,.458,3,6,.500,2,5,.400,2,6,8,6,0,0,3,1,27,-3,0
Chris Bosh,39:36,6,17,.353,1,3,.333,13,14,.929,3,10,13,4,0,0,1,3,26,+4,0
Zydrunas Ilgauskas,22:00,1,2,.500,0,0,nan,0,0,nan,2,4,6,0,0,0,0,3,2,+4,0
Carlos Arroyo,18:33,2,5,.400,0,2,.000,0,0,nan,1,1,2,1,0,0,0,2,4,-8,0
Mario Chalmers,29:27,4,12,.333,3,9,.333,1,2,.500,2,2,4,3,2,0,1,3,12,+2,0
Joel Anthony,24:33,1,1,1.000,0,0,nan,0,0,nan,1,1,2,2,0,2,0,4,2,-11,0
James Jones,15:52,0,3,.000,0,3,.000,1,2,.500,0,0,0,1,0,0,0,2,1,-13,0
Juwan Howard,5:27,0,2,.000,0,0,nan,0,0,nan,1,2,3,0,0,0,0,1,0,-3,0
Mike Miller,2:33,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,0,-7,0
Erick Dampier,1:18,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Team Totals,240,37,88,.420,8,27,.296,23,30,.767,13,33,46,22,3,5,7,21,105,nan,0
Blake Griffin,43:13,9,18,.500,0,1,.000,6,9,.667,1,13,14,6,1,1,3,1,24,+4,1
Eric Gordon,41:41,8,15,.533,1,5,.200,9,11,.818,0,5,5,6,0,0,1,3,26,+8,1
Ryan Gomes,38:48,4,11,.364,1,4,.250,2,2,1.000,1,3,4,2,1,0,0,2,11,+11,1
Baron Davis,33:28,9,19,.474,1,3,.333,1,3,.333,1,4,5,9,0,1,4,3,20,-9,1
DeAndre Jordan,24:44,2,3,.667,0,0,nan,1,4,.250,1,3,4,1,2,1,0,4,5,-2,1
Ike Diogu,18:27,3,6,.500,0,0,nan,1,2,.500,2,2,4,0,0,0,0,2,7,+2,1
Eric Bledsoe,16:14,1,5,.200,1,1,1.000,0,1,.000,1,1,2,4,1,2,2,1,3,+8,1
Al-Farouq Aminu,13:19,4,4,1.000,1,1,1.000,0,0,nan,1,0,1,1,0,2,0,1,9,-1,1
Randy Foye,7:38,2,3,.667,1,1,1.000,1,2,.500,0,2,2,3,1,1,0,0,6,+7,1
Jarron Collins,2:28,0,0,nan,0,0,nan,0,0,nan,1,0,1,1,0,0,0,1,0,+2,1
240,37,88,.420,8,27,.296,23,30,.767,13,33,46,22,3,5,7,21,105,nan,240,1
