Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,27:47,4,9,.444,0,0,nan,2,4,.500,5,1,6,3,0,0,2,1,10,-17,0
Iman Shumpert,27:07,3,7,.429,1,2,.500,2,2,1.000,0,0,0,2,1,0,1,0,9,-28,0
James Jones,26:39,1,3,.333,0,2,.000,0,0,nan,0,3,3,3,1,0,1,4,2,-6,0
Kyle Korver,26:37,5,12,.417,5,9,.556,0,0,nan,0,1,1,2,0,0,0,2,15,-21,0
Deron Williams,26:34,4,11,.364,0,4,.000,2,2,1.000,0,5,5,7,0,0,2,0,10,-14,0
DeAndre Liggins,29:10,2,6,.333,0,0,nan,0,2,.000,2,6,8,3,0,0,2,3,4,-11,0
Derrick Williams,28:39,2,5,.400,1,2,.500,5,6,.833,1,5,6,0,0,0,3,2,10,-13,0
Richard Jefferson,24:56,5,8,.625,1,3,.333,0,1,.000,0,0,0,0,0,0,2,2,11,-18,0
Channing Frye,22:31,9,12,.750,3,5,.600,0,1,.000,0,4,4,0,2,1,2,2,21,-12,0
Kyrie Irving,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Andrew Bogut,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
LeBron James,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,73,.479,11,27,.407,11,18,.611,8,25,33,20,4,1,15,16,92,nan,0
Hassan Whiteside,28:10,9,14,.643,0,0,nan,2,2,1.000,4,9,13,0,0,1,1,0,20,+19,1
Goran Dragic,24:21,9,12,.750,4,5,.800,1,2,.500,1,2,3,5,0,0,2,1,23,+18,1
Dion Waiters,23:39,3,10,.300,2,5,.400,0,0,nan,0,1,1,2,1,0,1,2,8,+10,1
Rodney McGruder,20:27,2,4,.500,1,3,.333,2,3,.667,1,1,2,2,0,0,0,1,7,+10,1
Luke Babbitt,13:34,3,4,.750,3,4,.750,0,0,nan,0,0,0,1,0,0,0,4,9,+5,1
Tyler Johnson,26:19,6,11,.545,3,6,.500,2,2,1.000,2,4,6,2,3,0,0,4,17,+24,1
Josh Richardson,25:03,4,9,.444,0,2,.000,0,0,nan,1,6,7,3,0,1,0,1,8,+12,1
Okaro White,24:38,2,5,.400,0,0,nan,2,2,1.000,3,4,7,0,0,0,3,3,6,+7,1
Wayne Ellington,24:11,4,9,.444,4,7,.571,0,0,nan,1,3,4,0,1,0,1,2,12,+10,1
James Johnson,17:38,3,5,.600,1,2,.500,1,1,1.000,1,3,4,4,1,1,2,1,8,+23,1
Willie Reed,12:00,1,5,.200,0,0,nan,0,0,nan,1,0,1,1,0,1,0,0,2,+2,1
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,73,.479,11,27,.407,11,18,.611,8,25,33,20,4,1,15,16,92,nan,240,1
