Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,35:46,10,21,.476,2,3,.667,5,6,.833,3,8,11,11,1,2,2,4,27,+20,0
Kevin Love,34:27,10,19,.526,4,9,.444,4,6,.667,3,9,12,2,0,0,0,1,28,+13,0
J.R. Smith,30:50,5,11,.455,3,8,.375,0,0,nan,1,2,3,2,0,0,1,3,13,+18,0
Matthew Dellavedova,30:36,3,8,.375,3,6,.500,1,1,1.000,0,4,4,2,0,0,2,3,10,+5,0
Timofey Mozgov,24:22,1,4,.250,0,0,nan,3,4,.750,2,4,6,0,0,1,1,0,5,+7,0
Tristan Thompson,22:07,0,0,nan,0,0,nan,6,8,.750,2,5,7,0,0,1,0,4,6,+5,0
Iman Shumpert,21:18,1,3,.333,0,1,.000,0,0,nan,0,2,2,1,1,1,1,2,2,-8,0
Channing Frye,13:33,3,7,.429,0,3,.000,0,0,nan,2,2,4,1,1,0,1,3,6,+1,0
Mo Williams,13:16,3,6,.500,2,2,1.000,0,0,nan,1,1,2,2,1,0,0,1,8,+13,0
Richard Jefferson,11:16,1,3,.333,0,2,.000,0,0,nan,1,1,2,0,2,0,1,2,2,-4,0
Jordan McRae,1:14,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Sasha Kaun,1:14,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,83,.446,14,34,.412,19,25,.760,15,38,53,21,6,5,9,23,107,nan,0
Kristaps Porzingis,40:34,7,16,.438,1,5,.200,4,6,.667,3,3,6,3,1,0,2,2,19,-11,1
Carmelo Anthony,39:28,9,24,.375,5,9,.556,5,6,.833,2,7,9,1,2,0,1,5,28,-10,1
Robin Lopez,25:44,4,8,.500,0,0,nan,0,0,nan,2,4,6,0,0,0,0,3,8,-5,1
Sasha Vujacic,21:29,4,6,.667,1,2,.500,0,0,nan,1,4,5,1,0,0,1,1,9,-7,1
Jose Calderon,21:02,3,6,.500,0,1,.000,0,0,nan,1,1,2,7,1,0,0,4,6,-2,1
Arron Afflalo,26:48,2,4,.500,0,1,.000,1,5,.200,0,3,3,1,0,0,0,1,5,-9,1
Derrick Williams,24:01,2,7,.286,0,1,.000,7,9,.778,1,7,8,2,1,0,1,2,11,-5,1
Langston Galloway,18:35,2,5,.400,1,3,.333,0,0,nan,0,1,1,4,0,0,1,3,5,+4,1
Jerian Grant,8:23,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,1,0,2,-16,1
Lou Amundson,7:06,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,1,0,+2,1
Kevin Seraphin,6:50,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,-11,1
Kyle O'Quinn,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,83,.446,14,34,.412,19,25,.760,15,38,53,21,6,5,9,23,107,nan,240,1
