Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,40:26,7,21,.333,1,5,.200,5,6,.833,1,2,3,6,2,0,1,3,20,-6,0
Kevin Love,39:11,5,13,.385,2,5,.400,6,8,.750,2,14,16,2,1,0,3,3,18,-8,0
Matthew Dellavedova,33:32,5,8,.625,4,6,.667,0,0,nan,1,4,5,4,1,0,3,4,14,+7,0
Anderson Varejao,26:49,4,11,.364,0,0,nan,1,1,1.000,3,3,6,2,1,1,1,0,9,+1,0
Shawn Marion,21:28,1,6,.167,0,3,.000,0,2,.000,1,2,3,0,0,0,1,3,2,-5,0
Tristan Thompson,30:00,4,8,.500,0,0,nan,6,8,.750,7,6,13,1,0,3,3,4,14,-11,0
Dion Waiters,25:42,5,13,.385,2,5,.400,2,2,1.000,0,1,1,4,0,0,2,0,14,-17,0
James Jones,14:04,0,4,.000,0,4,.000,3,3,1.000,0,1,1,1,0,0,0,1,3,-15,0
Joe Harris,7:17,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,+8,0
A.J. Price,1:31,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Lou Amundson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
LeBron James,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,31,85,.365,9,28,.321,23,30,.767,15,33,48,20,5,4,14,20,94,nan,0
Russell Westbrook,35:45,12,24,.500,0,2,.000,2,2,1.000,1,6,7,8,1,0,4,0,26,+5,1
Kevin Durant,30:07,6,14,.429,1,4,.250,6,6,1.000,0,6,6,5,2,2,3,0,19,+6,1
Serge Ibaka,25:46,3,6,.500,1,3,.333,0,0,nan,0,0,0,1,0,2,2,6,7,+7,1
Steven Adams,22:22,2,5,.400,0,0,nan,4,4,1.000,5,5,10,0,0,2,0,2,8,0,1
Andre Roberson,14:36,2,3,.667,0,1,.000,0,0,nan,0,2,2,0,0,0,0,4,4,0,1
Reggie Jackson,26:22,5,11,.455,1,5,.200,2,2,1.000,0,4,4,3,0,0,1,2,13,+10,1
Anthony Morrow,26:03,4,8,.500,3,5,.600,0,0,nan,0,2,2,1,1,0,0,1,11,+9,1
Kendrick Perkins,20:12,1,3,.333,0,0,nan,2,4,.500,2,5,7,0,0,3,1,2,4,+9,1
Nick Collison,19:55,0,4,.000,0,1,.000,2,2,1.000,3,1,4,2,2,1,0,4,2,-3,1
Jeremy Lamb,18:52,3,9,.333,1,5,.200,2,2,1.000,0,4,4,2,3,1,0,2,9,+2,1
Perry Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Ish Smith,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Lance Thomas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,31,85,.365,9,28,.321,23,30,.767,15,33,48,20,5,4,14,20,94,nan,240,1
