Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,28:28,2,5,.400,0,0,nan,3,6,.500,4,7,11,0,1,0,0,1,7,-12,0
DeAndre Liggins,24:44,3,9,.333,1,2,.500,3,3,1.000,1,2,3,1,2,0,2,3,10,-5,0
J.R. Smith,24:30,4,15,.267,0,3,.000,0,1,.000,0,2,2,2,1,0,1,0,8,-9,0
Mike Dunleavy,23:17,3,6,.500,2,4,.500,3,5,.600,1,5,6,0,1,0,0,1,11,+1,0
Channing Frye,22:37,0,4,.000,0,2,.000,0,0,nan,0,3,3,0,1,0,0,2,0,-7,0
James Jones,25:23,5,8,.625,3,5,.600,2,3,.667,0,1,1,0,0,1,1,2,15,-1,0
Kay Felder,23:16,4,8,.500,2,2,1.000,4,6,.667,1,2,3,4,2,0,1,1,14,-3,0
Iman Shumpert,22:16,2,5,.400,0,2,.000,1,2,.500,0,4,4,3,0,0,5,0,5,-3,0
Chris Andersen,19:32,1,3,.333,0,0,nan,0,0,nan,0,4,4,0,1,1,0,4,2,+4,0
Jordan McRae,16:25,3,9,.333,0,3,.000,3,3,1.000,0,2,2,0,0,0,0,1,9,-1,0
Richard Jefferson,9:32,1,3,.333,1,2,.500,1,2,.500,0,0,0,0,1,0,1,1,4,-4,0
Kevin Love,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
LeBron James,Not With Team,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,28,75,.373,9,25,.360,20,31,.645,7,32,39,10,10,2,11,16,85,nan,0
Tony Allen,32:45,7,17,.412,0,1,.000,2,5,.400,5,3,8,1,3,1,2,4,16,+5,1
Marc Gasol,28:31,6,9,.667,3,3,1.000,2,2,1.000,1,10,11,3,1,0,1,1,17,+13,1
JaMychal Green,25:04,1,5,.200,0,1,.000,1,2,.500,2,5,7,2,0,0,2,3,3,+7,1
Andrew Harrison,19:31,1,6,.167,0,1,.000,0,0,nan,0,1,1,2,0,1,3,6,2,-12,1
Troy Williams,19:19,1,4,.250,1,2,.500,0,0,nan,0,2,2,1,2,0,2,1,3,-3,1
Toney Douglas,28:29,6,10,.600,2,3,.667,0,1,.000,0,6,6,5,2,0,1,3,14,+20,1
Jarell Martin,22:56,2,2,1.000,0,0,nan,2,2,1.000,1,5,6,1,1,1,1,2,6,+1,1
Troy Daniels,22:08,7,13,.538,4,8,.500,2,2,1.000,1,1,2,1,0,0,2,4,20,+3,1
Zach Randolph,19:29,2,11,.182,0,1,.000,2,2,1.000,3,4,7,4,0,0,0,1,6,-5,1
Vince Carter,18:54,2,4,.500,2,3,.667,0,0,nan,1,4,5,2,0,0,0,2,6,+21,1
Wade Baldwin,2:54,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,2,0,0,-10,1
James Ennis,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Deyonta Davis,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,28,75,.373,9,25,.360,20,31,.645,7,32,39,10,10,2,11,16,85,nan,240,1
