Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kemba Walker,44:38,5,18,.278,4,9,.444,2,2,1.000,1,2,3,8,2,0,2,1,16,+2,0
Al Jefferson,40:15,9,23,.391,0,0,nan,0,0,nan,5,8,13,1,0,0,1,3,18,+2,0
Josh McRoberts,37:24,3,7,.429,2,3,.667,0,0,nan,0,1,1,4,0,0,1,5,8,+14,0
Michael Kidd-Gilchrist,34:01,9,13,.692,0,0,nan,4,5,.800,3,7,10,2,0,1,3,3,22,+11,0
Gerald Henderson,31:38,5,11,.455,0,3,.000,5,7,.714,0,4,4,1,3,1,1,6,15,-1,0
Chris Douglas-Roberts,15:49,2,4,.500,0,1,.000,2,3,.667,2,2,4,1,0,0,1,1,6,-1,0
Gary Neal,14:32,1,8,.125,1,3,.333,0,0,nan,1,0,1,0,0,0,2,3,3,-17,0
Cody Zeller,11:03,1,2,.500,0,0,nan,1,2,.500,2,1,3,0,0,0,2,0,3,-15,0
Anthony Tolliver,7:18,1,1,1.000,1,1,1.000,0,0,nan,1,0,1,1,0,0,0,0,3,-9,0
Luke Ridnour,3:22,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,0,0,0,0,0,3,-6,0
Bismack Biyombo,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jannero Pargo,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
D.J. White,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,88,.420,9,21,.429,14,19,.737,15,26,41,18,5,2,13,22,97,nan,0
LeBron James,39:50,11,17,.647,1,5,.200,9,12,.750,0,6,6,8,4,0,4,2,32,+6,1
Dwyane Wade,34:45,4,10,.400,0,0,nan,7,9,.778,2,4,6,2,2,0,4,3,15,-9,1
Chris Bosh,31:49,8,11,.727,4,5,.800,0,0,nan,0,5,5,0,1,2,1,4,20,-12,1
Mario Chalmers,29:49,3,7,.429,2,4,.500,3,4,.750,0,2,2,3,0,1,1,0,11,-15,1
Udonis Haslem,19:22,1,4,.250,0,0,nan,0,0,nan,1,4,5,0,0,0,1,2,2,-1,1
Norris Cole,22:26,2,5,.400,1,3,.333,0,0,nan,0,0,0,2,1,0,2,2,5,+12,1
Chris Andersen,19:04,3,4,.750,0,0,nan,1,2,.500,1,3,4,0,0,2,0,1,7,+8,1
Ray Allen,18:22,1,4,.250,0,2,.000,0,0,nan,0,4,4,3,0,0,3,3,2,+11,1
Rashard Lewis,13:45,1,3,.333,0,2,.000,2,2,1.000,0,4,4,1,1,1,1,3,4,+16,1
James Jones,10:48,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,0,0,0,1,3,+4,1
Shane Battier,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Toney Douglas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Greg Oden,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,88,.420,9,21,.429,14,19,.737,15,26,41,18,5,2,13,22,97,nan,240,1
