Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:17,12,23,.522,4,7,.571,5,7,.714,3,7,10,9,6,1,3,1,33,+15,0
J.R. Smith,29:00,2,4,.500,2,2,1.000,4,4,1.000,1,1,2,2,1,0,1,2,10,+18,0
Kevin Love,28:04,8,17,.471,6,12,.500,5,5,1.000,1,4,5,1,0,0,0,5,27,+12,0
Jae Crowder,24:23,1,7,.143,0,4,.000,0,0,nan,1,3,4,3,2,0,0,2,2,+29,0
Isaiah Thomas,21:24,7,13,.538,2,4,.500,3,5,.600,1,1,2,4,0,0,5,3,19,-3,0
Dwyane Wade,25:02,7,9,.778,0,0,nan,2,5,.400,3,6,9,3,1,0,2,2,16,-9,0
Jeff Green,21:53,2,5,.400,0,1,.000,2,2,1.000,1,0,1,1,1,1,1,3,6,-27,0
Tristan Thompson,19:56,4,6,.667,0,0,nan,1,3,.333,2,5,7,1,0,0,2,4,9,-8,0
Kyle Korver,19:46,1,4,.250,1,3,.333,0,0,nan,0,2,2,0,0,0,3,3,3,-20,0
Cedi Osman,13:15,3,6,.500,0,1,.000,0,0,nan,1,2,3,1,0,0,0,1,6,+13,0
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,47,94,.500,15,34,.441,22,31,.710,14,31,45,25,11,2,17,26,131,nan,0
Mario Hezonja,38:49,7,14,.500,2,7,.286,0,1,.000,2,8,10,2,0,1,4,4,16,+8,1
Evan Fournier,37:58,5,14,.357,4,8,.500,4,5,.800,0,1,1,5,0,0,5,3,18,-11,1
Aaron Gordon,31:38,13,26,.500,1,8,.125,3,6,.500,3,5,8,1,2,0,4,6,30,+2,1
Bismack Biyombo,27:38,2,6,.333,0,0,nan,4,4,1.000,4,7,11,2,0,1,1,3,8,-19,1
Elfrid Payton,26:55,8,13,.615,1,2,.500,3,4,.750,3,4,7,5,0,0,3,4,20,+1,1
D.J. Augustin,25:00,3,7,.429,2,5,.400,1,2,.500,1,0,1,7,1,0,0,2,9,-3,1
Wesley Iwundu,21:34,6,7,.857,0,0,nan,0,0,nan,0,5,5,3,2,0,1,1,12,-14,1
Marreese Speights,12:59,3,6,.500,2,4,.500,0,0,nan,1,1,2,2,0,0,1,2,8,+7,1
Arron Afflalo,10:24,2,4,.500,2,2,1.000,0,0,nan,0,1,1,0,0,0,0,3,6,+5,1
Shelvin Mack,7:05,0,1,.000,0,1,.000,0,0,nan,0,0,0,2,0,0,0,0,0,+4,1
Jonathon Simmons,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Khem Birch,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,47,94,.500,15,34,.441,22,31,.710,14,31,45,25,11,2,17,26,131,nan,240,1
