Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
J.R. Smith,50:30,4,14,.286,2,8,.250,0,0,nan,2,7,9,2,1,2,3,3,10,0,0
LeBron James,45:03,13,27,.481,5,11,.455,6,12,.500,4,8,12,5,1,3,7,3,37,-2,0
Kevin Love,44:00,8,18,.444,4,9,.444,4,6,.667,2,12,14,2,1,0,2,2,24,-5,0
Mo Williams,29:22,2,8,.250,0,3,.000,0,0,nan,2,3,5,4,0,0,3,3,4,-1,0
Timofey Mozgov,15:37,1,5,.200,0,0,nan,6,6,1.000,2,2,4,0,0,3,0,3,8,-3,0
Richard Jefferson,39:04,5,10,.500,3,6,.500,1,3,.333,1,2,3,0,1,0,1,4,14,-1,0
Matthew Dellavedova,28:38,0,3,.000,0,1,.000,0,0,nan,0,2,2,7,2,0,4,2,0,-2,0
Tristan Thompson,25:30,3,4,.750,0,0,nan,0,0,nan,0,4,4,0,0,0,0,3,6,-7,0
Anderson Varejao,5:09,1,2,.500,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,2,+6,0
James Jones,3:44,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,0
Jared Cunningham,3:23,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+3,0
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,290,37,91,.407,14,38,.368,17,27,.630,14,40,54,21,6,8,20,24,105,nan,0
Giannis Antetokounmpo,44:31,6,18,.333,0,2,.000,4,5,.800,4,7,11,1,0,3,2,6,16,+1,1
Greg Monroe,43:28,8,17,.471,0,0,nan,0,0,nan,6,11,17,3,0,1,2,3,16,+8,1
Khris Middleton,41:48,4,13,.308,1,2,.500,2,2,1.000,0,4,4,1,3,0,1,4,11,+6,1
Michael Carter-Williams,40:02,6,12,.500,0,0,nan,5,6,.833,1,4,5,4,2,2,3,1,17,+4,1
Jabari Parker,30:01,5,10,.500,0,0,nan,2,2,1.000,0,3,3,1,0,0,1,2,12,-1,1
Jerryd Bayless,38:48,7,16,.438,3,7,.429,0,0,nan,0,2,2,5,0,0,1,3,17,+1,1
Greivis Vasquez,23:50,4,8,.500,2,5,.400,3,5,.600,0,3,3,4,0,0,1,2,13,+4,1
John Henson,21:17,3,5,.600,0,0,nan,0,2,.000,4,2,6,1,1,3,1,3,6,-8,1
Johnny O'Bryant,4:41,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+1,1
Miles Plumlee,1:34,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,1
Rashad Vaughn,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Damien Inglis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Chris Copeland,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
290,37,91,.407,14,38,.368,17,27,.630,14,40,54,21,6,8,20,24,105,nan,290,1
