Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Shawn Marion,41:09,8,12,.667,2,3,.667,5,7,.714,0,8,8,1,1,1,0,2,23,+7,0
Raja Bell,39:22,6,11,.545,3,4,.750,0,1,.000,1,4,5,1,0,1,1,3,15,+23,0
Amar'e Stoudemire,38:48,8,12,.667,0,0,nan,6,8,.750,2,5,7,1,0,2,2,2,22,+7,0
Steve Nash,35:37,10,17,.588,3,6,.500,0,0,nan,1,2,3,15,0,0,0,2,23,+13,0
Boris Diaw,30:31,2,3,.667,0,0,nan,0,0,nan,0,1,1,8,0,0,1,4,4,+24,0
Leandro Barbosa,31:51,6,12,.500,4,9,.444,3,5,.600,1,2,3,2,2,0,3,0,19,+5,0
James Jones,16:33,2,6,.333,1,5,.200,0,0,nan,0,3,3,1,1,0,0,0,5,-2,0
Marcus Banks,6:09,2,4,.500,0,1,.000,0,0,nan,0,0,0,0,1,0,1,0,4,-2,0
Team Totals,240,44,77,.571,13,28,.464,14,21,.667,5,25,30,29,5,4,8,13,115,nan,0
LeBron James,42:04,12,22,.545,3,6,.500,3,6,.500,2,7,9,5,2,0,3,2,30,-8,1
Drew Gooden,38:36,9,16,.563,0,1,.000,1,1,1.000,8,6,14,1,1,0,0,4,19,-4,1
Larry Hughes,37:32,3,13,.231,1,4,.250,0,0,nan,0,0,0,2,1,0,3,3,7,-21,1
Eric Snow,12:56,3,4,.750,0,0,nan,2,2,1.000,0,0,0,1,0,0,1,3,8,-8,1
Zydrunas Ilgauskas,12:56,2,4,.500,0,0,nan,0,0,nan,2,0,2,1,0,1,0,0,4,-8,1
Donyell Marshall,25:29,6,9,.667,3,5,.600,0,0,nan,1,4,5,1,0,0,2,1,15,-8,1
Damon Jones,19:45,2,6,.333,2,5,.400,1,3,.333,0,1,1,1,1,0,1,1,7,+3,1
Daniel Gibson,19:26,2,5,.400,2,2,1.000,0,0,nan,1,2,3,5,0,0,1,6,6,+3,1
Anderson Varejao,15:43,1,2,.500,0,0,nan,2,2,1.000,0,4,4,0,0,1,1,3,4,-8,1
David Wesley,15:33,0,3,.000,0,3,.000,0,0,nan,0,4,4,1,0,0,1,2,0,-16,1
240,44,77,.571,13,28,.464,14,21,.667,5,25,30,29,5,4,8,13,115,nan,240,1
