Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,47:32,19,32,.594,3,7,.429,10,11,.909,4,4,8,8,1,1,5,2,51,-13,0
Kevin Love,39:04,9,20,.450,1,8,.125,2,2,1.000,2,11,13,1,0,0,1,1,21,-13,0
J.R. Smith,38:59,3,10,.300,2,6,.333,2,2,1.000,3,3,6,2,0,0,2,1,10,-22,0
George Hill,30:29,2,6,.333,2,4,.500,1,2,.500,1,1,2,1,1,0,0,5,7,-11,0
Tristan Thompson,20:16,1,4,.250,0,0,nan,0,0,nan,2,3,5,0,0,1,1,3,2,-9,0
Jeff Green,35:58,3,9,.333,1,6,.167,0,0,nan,2,1,3,5,1,0,1,1,7,-5,0
Larry Nance,19:21,4,6,.667,0,0,nan,1,4,.250,4,7,11,0,1,0,0,2,9,+3,0
Jordan Clarkson,17:09,2,9,.222,0,3,.000,0,0,nan,1,2,3,0,1,1,1,1,4,+8,0
Kyle Korver,16:01,1,3,.333,1,3,.333,0,1,.000,0,2,2,1,0,0,0,2,3,+12,0
Cedi Osman,0:03,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Rodney Hood,0:03,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Jose Calderon,0:03,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Ante Zizic,0:02,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Team Totals,265,44,99,.444,10,37,.270,16,22,.727,19,34,53,18,5,3,11,18,114,nan,0
Draymond Green,47:06,5,9,.556,2,5,.400,1,1,1.000,1,10,11,9,5,2,2,4,13,+11,1
Stephen Curry,46:26,11,23,.478,5,11,.455,2,2,1.000,0,6,6,9,1,0,2,1,29,+10,1
Kevin Durant,46:17,8,22,.364,1,7,.143,9,10,.900,0,9,9,6,1,3,1,3,26,+17,1
Klay Thompson,45:25,8,16,.500,5,10,.500,3,3,1.000,0,3,3,1,0,0,1,3,24,+9,1
Kevon Looney,24:32,4,5,.800,0,0,nan,0,0,nan,3,1,4,0,1,0,0,4,8,-10,1
Shaun Livingston,18:09,4,4,1.000,0,0,nan,2,2,1.000,0,2,2,3,1,0,0,1,10,+3,1
Jordan Bell,12:49,2,3,.667,0,1,.000,0,0,nan,0,2,2,2,0,0,0,1,4,+2,1
Nick Young,10:09,1,4,.250,0,2,.000,0,0,nan,0,0,0,0,0,0,0,1,2,+9,1
JaVale McGee,6:17,2,3,.667,0,0,nan,0,0,nan,0,1,1,0,0,1,0,0,4,+7,1
David West,4:12,1,1,1.000,0,0,nan,0,0,nan,0,0,0,1,0,0,1,0,2,-6,1
Patrick McCaw,3:35,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,1,0,0,0,2,-2,1
Quinn Cook,0:03,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Zaza Pachulia,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
265,44,99,.444,10,37,.270,16,22,.727,19,34,53,18,5,3,11,18,114,nan,265,1
