Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:36,8,18,.444,0,3,.000,1,1,1.000,0,3,3,7,2,0,4,2,17,-10,0
Dwyane Wade,37:31,6,10,.600,3,4,.750,7,7,1.000,0,4,4,4,3,2,6,2,22,-14,0
Chris Bosh,35:33,6,11,.545,0,0,nan,6,6,1.000,1,4,5,2,3,0,5,2,18,-17,0
Mario Chalmers,24:40,1,5,.200,1,4,.250,0,0,nan,0,2,2,2,0,1,3,3,3,-2,0
Joel Anthony,15:39,2,2,1.000,0,0,nan,0,0,nan,0,4,4,0,0,3,2,3,4,-5,0
Udonis Haslem,32:22,4,7,.571,0,0,nan,0,0,nan,2,7,9,1,1,0,0,2,8,-12,0
Shane Battier,28:30,4,11,.364,3,9,.333,0,0,nan,0,0,0,0,0,1,0,2,11,-18,0
Norris Cole,11:28,0,2,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,-5,0
Ronny Turiaf,11:05,2,2,1.000,0,0,nan,0,0,nan,1,2,3,1,0,0,1,1,4,+1,0
James Jones,3:36,0,3,.000,0,2,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Team Totals,240,33,71,.465,7,22,.318,14,14,1.000,4,27,31,17,9,7,21,19,87,nan,0
Kevin Durant,42:09,11,20,.550,4,5,.800,2,5,.400,1,8,9,8,2,1,2,1,28,+13,1
Kendrick Perkins,33:24,8,11,.727,0,0,nan,0,0,nan,0,6,6,2,1,0,0,2,16,+15,1
Russell Westbrook,33:00,4,16,.250,1,3,.333,4,4,1.000,2,1,3,6,3,1,4,3,13,+12,1
Serge Ibaka,31:36,8,10,.800,0,0,nan,3,3,1.000,4,6,10,1,1,1,1,3,19,+15,1
Thabo Sefolosha,20:18,0,3,.000,0,0,nan,4,4,1.000,0,2,2,1,3,0,0,3,4,+11,1
James Harden,31:59,6,7,.857,1,1,1.000,6,7,.857,0,3,3,6,2,0,7,1,19,+10,1
Nick Collison,18:34,1,1,1.000,0,0,nan,0,0,nan,0,0,0,2,0,0,2,2,2,-4,1
Derek Fisher,17:33,0,2,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,2,0,+6,1
Nazr Mohammed,5:47,1,3,.333,0,0,nan,0,0,nan,1,1,2,0,1,0,0,1,2,+2,1
Lazar Hayward,1:59,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Royal Ivey,1:14,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Reggie Jackson,1:14,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Cole Aldrich,1:14,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,33,71,.465,7,22,.318,14,14,1.000,4,27,31,17,9,7,21,19,87,nan,240,1
