Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:21,8,21,.381,1,4,.250,4,6,.667,2,3,5,6,1,0,4,1,21,-18,0
Drew Gooden,32:00,5,10,.500,0,0,nan,0,0,nan,3,7,10,0,1,2,1,3,10,-12,0
Zydrunas Ilgauskas,31:53,7,14,.500,0,0,nan,0,0,nan,3,9,12,0,0,0,2,3,14,-5,0
Larry Hughes,31:08,1,9,.111,0,2,.000,0,0,nan,1,0,1,2,1,0,4,3,2,-13,0
Sasha Pavlovic,25:59,3,7,.429,1,2,.500,0,0,nan,1,2,3,2,0,0,0,0,7,-5,0
Daniel Gibson,30:18,4,10,.400,3,6,.500,3,5,.600,2,1,3,0,0,0,1,4,14,+2,0
Anderson Varejao,22:07,3,8,.375,0,0,nan,0,0,nan,3,6,9,2,0,0,1,3,6,-10,0
Devin Brown,14:31,1,2,.500,0,1,.000,0,0,nan,0,3,3,0,0,0,0,0,2,+5,0
Ira Newble,8:37,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Dwayne Jones,1:06,0,0,nan,0,0,nan,0,0,nan,0,2,2,1,0,0,0,0,0,+4,0
Team Totals,240,32,82,.390,5,15,.333,7,11,.636,15,33,48,13,3,2,13,17,76,nan,0
David West,42:54,11,19,.579,0,0,nan,5,6,.833,5,10,15,1,1,1,1,2,27,+20,1
Tyson Chandler,41:41,4,4,1.000,0,0,nan,3,4,.750,3,9,12,1,0,2,2,3,11,+15,1
Chris Paul,40:11,6,18,.333,0,3,.000,8,10,.800,2,4,6,9,7,0,3,2,20,+17,1
Peja Stojakovic,33:27,4,11,.364,2,6,.333,0,0,nan,0,0,0,3,2,0,0,3,10,+14,1
Morris Peterson,32:03,3,11,.273,3,10,.300,0,0,nan,0,5,5,1,0,0,0,2,9,+12,1
Bobby Jackson,15:57,2,3,.667,1,1,1.000,0,0,nan,0,0,0,0,1,0,2,1,5,-2,1
Rasual Butler,14:33,1,4,.250,1,4,.250,0,0,nan,0,0,0,0,0,1,0,2,3,-4,1
Jannero Pargo,7:49,0,3,.000,0,1,.000,0,0,nan,0,1,1,1,0,0,0,2,0,-7,1
Hilton Armstrong,6:19,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-5,1
Julian Wright,5:06,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,0,0,1,-10,1
240,32,82,.390,5,15,.333,7,11,.636,15,33,48,13,3,2,13,17,76,nan,240,1
