Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Paul George,41:17,9,19,.474,6,8,.750,5,7,.714,0,5,5,7,1,0,4,3,29,-2,0
Jeff Teague,35:36,3,10,.300,2,5,.400,7,7,1.000,0,2,2,4,0,0,1,4,15,-2,0
Thaddeus Young,33:29,3,4,.750,0,1,.000,2,2,1.000,5,4,9,4,0,0,2,3,8,+6,0
Myles Turner,32:27,5,12,.417,0,0,nan,1,2,.500,4,4,8,1,4,1,1,4,11,+7,0
Monta Ellis,27:36,4,8,.500,1,3,.333,2,2,1.000,0,4,4,1,1,0,2,2,11,-9,0
Lance Stephenson,26:48,8,13,.615,0,2,.000,0,0,nan,0,7,7,3,0,0,0,1,16,+7,0
C.J. Miles,15:45,2,6,.333,1,3,.333,0,0,nan,0,1,1,0,0,0,0,5,5,-3,0
Kevin Seraphin,15:33,4,6,.667,0,0,nan,0,0,nan,3,0,3,0,0,0,1,3,8,-8,0
Aaron Brooks,7:17,2,3,.667,1,2,.500,0,0,nan,0,1,1,1,0,0,1,0,5,-1,0
Lavoy Allen,4:12,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,0,0,0
Joe Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Al Jefferson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Rakeem Christmas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,40,81,.494,11,24,.458,17,20,.850,12,29,41,21,6,1,13,25,108,nan,0
LeBron James,42:44,12,20,.600,2,3,.667,6,9,.667,1,5,6,13,3,0,3,3,32,+5,1
Kyrie Irving,38:55,11,27,.407,1,9,.111,0,1,.000,0,3,3,6,2,1,2,3,23,+3,1
J.R. Smith,36:36,2,4,.500,1,3,.333,1,2,.500,1,2,3,1,0,0,2,2,6,+2,1
Kevin Love,31:25,5,9,.556,2,6,.333,5,8,.625,1,3,4,1,0,1,3,4,17,-3,1
Tristan Thompson,30:43,4,5,.800,0,0,nan,0,3,.000,6,7,13,1,0,0,1,2,8,+3,1
Richard Jefferson,18:18,1,3,.333,1,1,1.000,2,4,.500,0,1,1,1,1,0,0,3,5,+3,1
Channing Frye,16:05,4,5,.800,3,4,.750,0,0,nan,0,2,2,2,0,0,0,1,11,-3,1
Kyle Korver,14:47,1,1,1.000,0,0,nan,0,0,nan,1,1,2,0,1,0,0,0,2,-4,1
Deron Williams,10:27,2,4,.500,1,2,.500,0,0,nan,0,0,0,1,0,0,0,1,5,-1,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Iman Shumpert,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Derrick Williams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Dahntay Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,40,81,.494,11,24,.458,17,20,.850,12,29,41,21,6,1,13,25,108,nan,240,1
