Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Harrison Barnes,30:28,6,13,.462,0,3,.000,0,0,nan,3,2,5,0,0,0,0,0,12,-26,0
Wesley Matthews,28:47,2,8,.250,2,7,.286,0,0,nan,0,2,2,3,1,0,4,0,6,-32,0
Dirk Nowitzki,27:11,7,18,.389,1,5,.200,0,0,nan,1,5,6,3,0,0,1,3,15,-27,0
Andrew Bogut,22:18,1,3,.333,0,0,nan,0,1,.000,5,6,11,2,2,0,2,5,2,-24,0
Deron Williams,14:55,2,6,.333,0,1,.000,0,0,nan,0,2,2,5,0,0,1,2,4,-16,0
Seth Curry,26:04,5,13,.385,0,6,.000,3,3,1.000,0,4,4,3,0,0,3,3,13,-26,0
Dorian Finney-Smith,22:24,3,9,.333,2,5,.400,0,0,nan,0,0,0,1,0,0,0,2,8,-14,0
Nicolas Brussino,15:36,1,3,.333,0,2,.000,0,0,nan,1,3,4,5,1,0,0,2,2,-7,0
Jonathan Gibson,14:14,2,3,.667,2,3,.667,2,2,1.000,0,1,1,2,0,0,1,0,8,-5,0
Justin Anderson,13:51,4,7,.571,1,2,.500,1,2,.500,1,0,1,1,1,1,0,3,10,-3,0
Dwight Powell,12:00,4,6,.667,0,1,.000,2,2,1.000,0,1,1,3,0,1,1,1,10,+3,0
Salah Mejri,6:11,0,1,.000,0,0,nan,0,0,nan,0,1,1,1,0,2,0,0,0,-14,0
A.J. Hammons,6:01,0,1,.000,0,0,nan,0,2,.000,0,1,1,0,0,0,0,0,0,+1,0
Team Totals,240,37,91,.407,8,35,.229,8,12,.667,11,28,39,29,5,4,13,21,90,nan,0
LeBron James,29:03,6,13,.462,2,5,.400,5,5,1.000,0,5,5,11,1,0,4,1,19,+33,1
Tristan Thompson,28:38,4,5,.800,0,0,nan,3,4,.750,4,8,12,1,1,0,0,1,11,+28,1
Kevin Love,28:29,8,14,.571,7,9,.778,4,4,1.000,1,9,10,4,3,0,1,1,27,+38,1
Kyrie Irving,28:29,10,13,.769,4,5,.800,1,1,1.000,0,1,1,1,0,1,2,0,25,+38,1
J.R. Smith,25:53,1,11,.091,1,10,.100,0,0,nan,0,2,2,2,3,0,2,3,3,+27,1
Chris Andersen,18:48,2,4,.500,0,1,.000,0,0,nan,3,3,6,3,0,0,2,4,4,+8,1
Mike Dunleavy,14:04,1,3,.333,1,3,.333,2,2,1.000,0,0,0,1,0,0,0,0,5,+3,1
Jordan McRae,13:48,3,7,.429,0,2,.000,1,1,1.000,0,2,2,0,0,0,0,2,7,-4,1
Kay Felder,13:48,2,4,.500,0,0,nan,1,2,.500,0,1,1,4,0,1,2,1,5,-4,1
DeAndre Liggins,12:43,1,3,.333,0,0,nan,1,1,1.000,1,2,3,1,1,0,0,2,3,-2,1
Iman Shumpert,11:23,1,3,.333,1,3,.333,2,2,1.000,0,3,3,2,0,1,1,1,5,+16,1
Richard Jefferson,8:53,1,2,.500,1,2,.500,2,2,1.000,0,2,2,0,0,0,0,0,5,+10,1
James Jones,6:01,3,3,1.000,3,3,1.000,0,0,nan,0,0,0,0,0,0,0,0,9,-1,1
240,37,91,.407,8,35,.229,8,12,.667,11,28,39,29,5,4,13,21,90,nan,240,1
