Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Wilson Chandler,42:50,4,12,.333,2,7,.286,4,6,.667,2,7,9,6,1,0,3,3,14,-9,0
Al Harrington,40:47,8,19,.421,5,12,.417,5,6,.833,3,6,9,2,0,1,2,3,26,-5,0
Nate Robinson,39:52,9,21,.429,1,5,.200,1,1,1.000,3,0,3,7,0,0,1,2,20,+1,0
David Lee,38:14,5,16,.313,0,0,nan,0,1,.000,5,9,14,4,1,0,1,2,10,+1,0
Larry Hughes,38:06,6,17,.353,2,6,.333,1,2,.500,1,2,3,2,3,1,1,4,15,-16,0
Jared Jeffries,19:18,1,2,.500,0,0,nan,1,2,.500,2,4,6,1,2,2,1,1,3,+2,0
Quentin Richardson,15:06,2,6,.333,1,2,.500,0,0,nan,1,1,2,0,0,0,1,0,5,+3,0
Danilo Gallinari,5:47,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,0,-2,0
Team Totals,240,35,94,.372,11,33,.333,12,18,.667,17,29,46,22,7,4,10,16,93,nan,0
Mo Williams,40:14,8,13,.615,5,5,1.000,2,3,.667,0,7,7,5,1,0,3,1,23,+11,1
LeBron James,39:52,9,17,.529,0,3,.000,1,3,.333,1,7,8,10,4,3,3,1,19,-1,1
Delonte West,36:03,6,14,.429,0,5,.000,1,2,.500,0,0,0,2,1,1,1,0,13,+1,1
Anderson Varejao,30:37,3,6,.500,0,0,nan,2,4,.500,0,9,9,0,2,0,2,2,8,+6,1
Zydrunas Ilgauskas,26:45,5,12,.417,0,0,nan,2,2,1.000,5,3,8,0,0,2,1,2,12,+6,1
Sasha Pavlovic,25:54,2,9,.222,1,5,.200,2,2,1.000,1,1,2,2,1,3,1,5,7,+1,1
Joe Smith,17:57,4,7,.571,0,0,nan,2,2,1.000,5,2,7,1,1,0,1,3,10,+1,1
Wally Szczerbiak,15:54,1,4,.250,0,2,.000,0,0,nan,0,3,3,0,0,0,1,2,2,-3,1
Darnell Jackson,6:44,2,2,1.000,0,0,nan,0,0,nan,1,2,3,0,0,0,1,1,4,+3,1
240,35,94,.372,11,33,.333,12,18,.667,17,29,46,22,7,4,10,16,93,nan,240,1
