Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Draymond Green,37:34,7,13,.538,0,4,.000,2,5,.400,3,5,8,4,5,0,1,4,16,-10,0
Stephen Curry,33:50,5,17,.294,3,9,.333,5,5,1.000,0,3,3,6,1,0,4,3,18,-10,0
Klay Thompson,33:38,5,13,.385,3,5,.600,0,0,nan,1,6,7,4,0,3,3,1,13,-4,0
Harrison Barnes,28:12,4,10,.400,3,5,.600,0,2,.000,3,4,7,3,1,0,2,4,11,-7,0
Andrew Bogut,20:37,3,8,.375,0,0,nan,0,0,nan,2,3,5,2,0,2,1,2,6,-11,0
Andre Iguodala,29:32,4,9,.444,1,3,.333,0,0,nan,2,3,5,6,1,0,0,4,9,+2,0
David Lee,20:42,8,11,.727,0,0,nan,3,5,.600,2,2,4,2,0,1,2,4,19,-5,0
Leandro Barbosa,14:32,2,5,.400,1,3,.333,0,0,nan,0,0,0,1,0,0,1,1,5,-7,0
Shaun Livingston,13:31,0,4,.000,0,0,nan,0,2,.000,1,4,5,3,1,0,0,0,0,-4,0
Marreese Speights,7:13,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,1,0,0,1,0,-2,0
Justin Holiday,0:39,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,+3,0
Brandon Rush,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Festus Ezeli,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,39,92,.424,11,29,.379,10,19,.526,14,30,44,32,10,6,14,24,99,nan,0
Kyrie Irving,37:50,6,17,.353,2,8,.250,10,10,1.000,1,2,3,1,2,0,2,1,24,+11,1
Kevin Love,37:29,5,10,.500,3,5,.600,3,4,.750,0,8,8,1,0,0,2,2,16,+11,1
LeBron James,36:12,15,25,.600,4,9,.444,8,11,.727,1,10,11,5,3,1,6,5,42,+9,1
J.R. Smith,35:45,1,5,.200,0,2,.000,2,2,1.000,1,3,4,5,4,0,1,1,4,+12,1
Timofey Mozgov,24:48,4,8,.500,0,0,nan,2,2,1.000,0,10,10,2,1,1,2,3,10,+17,1
Iman Shumpert,31:14,0,3,.000,0,2,.000,0,0,nan,2,3,5,0,0,0,0,2,0,+5,1
Tristan Thompson,21:43,4,6,.667,0,0,nan,4,6,.667,3,5,8,0,0,0,2,0,12,+4,1
Matthew Dellavedova,10:10,1,2,.500,0,1,.000,0,0,nan,0,0,0,1,0,0,0,3,2,0,1
Kendrick Perkins,2:13,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,2,0,-2,1
Mike Miller,0:39,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Brendan Haywood,0:39,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-3,1
James Jones,0:39,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
Joe Harris,0:39,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
240,39,92,.424,11,29,.379,10,19,.526,14,30,44,32,10,6,14,24,99,nan,240,1
