Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,32:53,8,16,.500,3,8,.375,3,7,.429,0,4,4,4,0,0,7,3,22,-12,0
Kyrie Irving,31:20,5,12,.417,2,5,.400,8,8,1.000,0,2,2,3,1,0,3,3,20,-12,0
Kevin Love,30:58,3,10,.300,2,7,.286,5,7,.714,1,12,13,2,1,0,1,2,13,-9,0
Tristan Thompson,30:21,3,6,.500,0,0,nan,2,4,.500,2,3,5,2,2,3,1,2,8,-11,0
J.R. Smith,29:48,2,7,.286,2,7,.286,0,0,nan,0,0,0,1,2,1,2,4,6,-10,0
Iman Shumpert,17:19,1,3,.333,0,2,.000,0,0,nan,2,0,2,0,1,0,1,0,2,-22,0
Richard Jefferson,12:01,2,4,.500,2,3,.667,2,2,1.000,0,2,2,0,0,0,1,0,8,-6,0
Mike Dunleavy,11:36,2,4,.500,1,3,.333,0,0,nan,0,1,1,2,0,0,1,0,5,-11,0
Jordan McRae,10:56,4,7,.571,1,2,.500,0,0,nan,2,1,3,0,0,0,0,1,9,+2,0
James Jones,10:56,1,3,.333,1,2,.500,0,0,nan,0,0,0,0,0,2,1,1,3,+2,0
Chris Andersen,10:56,0,1,.000,0,0,nan,2,2,1.000,0,3,3,1,0,0,0,2,2,+2,0
Kay Felder,6:03,0,0,nan,0,0,nan,0,0,nan,0,0,0,2,0,0,0,1,0,+5,0
DeAndre Liggins,4:53,1,2,.500,0,0,nan,1,1,1.000,0,0,0,0,0,0,1,0,3,-3,0
Team Totals,240,32,75,.427,14,39,.359,23,31,.742,7,28,35,17,7,6,19,19,101,nan,0
Giannis Antetokounmpo,34:30,13,19,.684,1,2,.500,7,10,.700,1,11,12,5,5,2,6,4,34,+20,1
Jabari Parker,30:59,7,17,.412,1,3,.333,3,3,1.000,1,3,4,1,2,0,0,1,18,-2,1
Matthew Dellavedova,25:17,1,5,.200,0,1,.000,1,1,1.000,0,3,3,7,2,0,2,3,3,+17,1
Tony Snell,25:06,3,8,.375,1,6,.167,1,2,.500,0,3,3,1,0,0,1,2,8,+2,1
John Henson,20:41,3,7,.429,0,0,nan,1,1,1.000,4,5,9,2,0,2,0,1,7,-4,1
Michael Beasley,25:56,7,10,.700,1,1,1.000,2,2,1.000,1,1,2,2,1,0,2,3,17,+23,1
Greg Monroe,25:41,6,8,.750,0,0,nan,2,2,1.000,3,3,6,4,2,1,3,2,14,+23,1
Jason Terry,22:54,1,4,.250,1,3,.333,0,0,nan,0,1,1,2,2,1,1,1,3,+15,1
Malcolm Brogdon,22:43,4,5,.800,2,2,1.000,0,0,nan,0,1,1,3,1,0,2,4,10,0,1
Thon Maker,2:57,1,2,.500,0,0,nan,2,2,1.000,0,1,1,0,0,0,0,1,4,-5,1
Steve Novak,1:38,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,-2,1
Miles Plumlee,1:38,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Mirza Teletovic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,32,75,.427,14,39,.359,23,31,.742,7,28,35,17,7,6,19,19,101,nan,240,1
