Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LaMarcus Aldridge,36:52,9,20,.450,0,0,nan,9,10,.900,1,5,6,3,0,1,2,1,27,+11,0
Patty Mills,35:23,3,9,.333,2,6,.333,3,3,1.000,0,2,2,5,1,0,1,1,11,+8,0
Dejounte Murray,33:45,5,12,.417,0,0,nan,3,4,.750,3,6,9,5,4,3,0,2,13,+17,0
Kyle Anderson,29:32,4,7,.571,0,0,nan,2,4,.500,1,5,6,4,2,3,0,2,10,+8,0
Pau Gasol,25:00,5,9,.556,0,0,nan,1,2,.500,3,4,7,3,0,0,0,2,11,+16,0
Danny Green,22:40,6,11,.545,5,9,.556,5,6,.833,0,3,3,0,1,1,3,2,22,+12,0
Bryn Forbes,20:18,4,7,.571,2,3,.667,2,3,.667,0,1,1,0,1,0,0,0,12,+6,0
Rudy Gay,15:34,2,8,.250,0,1,.000,0,0,nan,0,4,4,1,1,1,0,2,4,+10,0
Tony Parker,14:10,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,1,0,3,0,0,-4,0
Joffrey Lauvergne,4:44,0,3,.000,0,0,nan,0,0,nan,2,3,5,0,0,0,0,0,0,-4,0
Davis Bertans,1:01,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Brandon Paul,1:01,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,0,0
Manu Ginobili,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,86,.442,9,19,.474,25,32,.781,10,34,44,22,11,9,9,12,110,nan,0
LeBron James,39:58,14,25,.560,2,5,.400,3,4,.750,2,11,13,9,1,0,6,3,33,-8,1
George Hill,25:28,1,7,.143,0,2,.000,0,0,nan,2,0,2,1,0,1,0,2,2,-9,1
Tristan Thompson,22:53,3,7,.429,0,0,nan,0,0,nan,7,6,13,0,1,0,0,3,6,-10,1
J.R. Smith,20:55,1,8,.125,0,6,.000,0,0,nan,0,2,2,0,0,0,2,2,2,-8,1
Cedi Osman,15:09,1,6,.167,0,2,.000,2,3,.667,0,1,1,0,0,0,0,4,4,-9,1
Rodney Hood,28:04,2,6,.333,0,1,.000,2,2,1.000,1,1,2,2,1,0,0,1,6,-8,1
Kyle Korver,25:01,2,7,.286,2,7,.286,0,1,.000,0,5,5,1,2,0,2,3,6,-7,1
Jordan Clarkson,23:13,7,14,.500,3,7,.429,0,0,nan,1,1,2,0,0,0,3,2,17,-10,1
Jeff Green,21:03,6,9,.667,1,3,.333,1,2,.500,0,2,2,1,1,0,2,0,14,-10,1
Larry Nance,15:13,1,1,1.000,0,0,nan,2,2,1.000,0,4,4,4,2,2,0,4,4,-1,1
Jose Calderon,1:01,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
John Holland,1:01,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Ante Zizic,1:01,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,0,1
240,38,86,.442,9,19,.474,25,32,.781,10,34,44,22,11,9,9,12,110,nan,240,1
