Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:55,8,24,.333,1,6,.167,3,5,.600,1,12,13,7,0,1,5,2,20,+17,0
Kyrie Irving,39:23,11,20,.550,3,6,.500,1,1,1.000,0,0,0,4,0,0,2,1,26,+9,0
Kevin Love,38:42,7,10,.700,1,3,.333,5,6,.833,2,10,12,2,0,0,1,0,20,+8,0
J.R. Smith,37:01,3,9,.333,3,8,.375,0,0,nan,1,8,9,3,1,0,0,3,9,+15,0
Tristan Thompson,31:13,4,7,.571,0,0,nan,0,1,.000,8,2,10,1,1,2,1,3,8,+5,0
Matthew Dellavedova,16:17,4,5,.800,2,3,.667,2,2,1.000,0,0,0,5,0,0,0,3,12,-1,0
Richard Jefferson,14:13,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,2,0,-4,0
Iman Shumpert,11:39,2,5,.400,2,3,.667,0,0,nan,0,2,2,1,1,0,1,2,6,0,0
Channing Frye,8:37,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,1,0,1,0,+1,0
Timofey Mozgov,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Mo Williams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Dahntay Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,39,80,.488,12,29,.414,11,15,.733,12,34,46,24,3,4,10,17,101,nan,0
Kentavious Caldwell-Pope,42:42,7,14,.500,3,8,.375,1,1,1.000,0,3,3,1,4,0,1,1,18,-10,1
Tobias Harris,42:08,6,10,.600,1,3,.333,0,0,nan,0,7,7,4,1,1,1,5,13,-9,1
Marcus Morris,39:11,5,11,.455,0,2,.000,6,6,1.000,0,3,3,3,0,0,1,3,16,-7,1
Reggie Jackson,39:11,5,16,.313,1,8,.125,2,2,1.000,0,4,4,12,2,0,1,2,13,-6,1
Andre Drummond,27:11,8,14,.571,0,0,nan,1,6,.167,3,4,7,0,0,2,0,1,17,0,1
Aron Baynes,15:52,1,2,.500,0,0,nan,1,2,.500,2,2,4,1,0,0,3,2,3,-16,1
Stanley Johnson,13:46,3,4,.750,1,1,1.000,2,2,1.000,0,1,1,0,0,0,0,3,9,+3,1
Anthony Tolliver,11:10,1,2,.500,0,1,.000,0,0,nan,0,2,2,0,0,0,0,0,2,-1,1
Steve Blake,8:49,0,1,.000,0,0,nan,0,0,nan,0,1,1,1,0,0,0,2,0,-4,1
Spencer Dinwiddie,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jodie Meeks,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Darrun Hilliard,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,39,80,.488,12,29,.414,11,15,.733,12,34,46,24,3,4,10,17,101,nan,240,1
