Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Nikola Vucevic,28:12,11,16,.688,1,3,.333,0,0,nan,1,6,7,5,1,3,0,2,23,+28,0
D.J. Augustin,26:58,4,6,.667,3,4,.750,1,2,.500,0,4,4,10,1,0,1,2,12,+19,0
Evan Fournier,26:40,4,9,.444,3,5,.600,2,2,1.000,0,3,3,4,1,2,1,1,13,+27,0
Terrence Ross,22:13,1,11,.091,0,5,.000,1,2,.500,1,2,3,2,0,0,1,1,3,+15,0
Jonathan Isaac,21:26,2,6,.333,1,3,.333,0,0,nan,1,5,6,0,1,0,1,4,5,+18,0
Mario Hezonja,25:02,4,5,.800,3,3,1.000,0,0,nan,1,5,6,0,1,0,2,3,11,0,0
Shelvin Mack,21:02,1,4,.250,1,1,1.000,2,2,1.000,0,3,3,5,1,0,2,0,5,+2,0
Jonathon Simmons,20:23,6,11,.545,3,5,.600,4,4,1.000,0,4,4,1,1,0,2,4,19,+14,0
Marreese Speights,18:05,4,10,.400,2,6,.333,0,0,nan,2,3,5,0,0,0,0,2,10,+1,0
Bismack Biyombo,14:08,2,6,.333,0,0,nan,4,4,1.000,4,1,5,0,0,1,1,4,8,-1,0
Wesley Iwundu,5:24,0,3,.000,0,0,nan,1,2,.500,0,2,2,0,0,0,1,1,1,-8,0
Arron Afflalo,5:18,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,1,2,-4,0
Khem Birch,5:09,1,3,.333,0,0,nan,0,0,nan,2,0,2,1,0,0,0,3,2,-6,0
Team Totals,240,40,90,.444,17,35,.486,17,20,.850,12,38,50,28,7,6,12,28,114,nan,0
LeBron James,31:12,8,15,.533,1,3,.333,5,6,.833,0,4,4,2,1,1,1,0,22,-31,1
Kevin Love,27:06,8,17,.471,0,5,.000,3,4,.750,1,8,9,1,1,1,2,2,19,-12,1
Jae Crowder,18:36,0,3,.000,0,2,.000,0,0,nan,0,2,2,0,1,1,3,4,0,-13,1
Dwyane Wade,16:05,2,8,.250,1,1,1.000,0,0,nan,1,1,2,4,0,0,1,1,5,-4,1
Jose Calderon,13:32,1,3,.333,0,1,.000,0,0,nan,0,2,2,2,0,0,2,0,2,0,1
Iman Shumpert,29:46,5,14,.357,4,5,.800,7,10,.700,1,6,7,2,0,1,1,1,21,+13,1
Tristan Thompson,25:35,2,4,.500,0,0,nan,0,0,nan,4,5,9,1,0,1,1,1,4,-21,1
Jeff Green,20:49,2,6,.333,0,1,.000,3,4,.750,1,0,1,1,1,0,2,0,7,-17,1
J.R. Smith,20:33,1,6,.167,0,4,.000,0,0,nan,0,0,0,1,0,0,2,2,2,-33,1
Kyle Korver,13:12,1,5,.200,0,2,.000,0,0,nan,0,3,3,0,0,0,1,0,2,-22,1
Channing Frye,8:21,2,3,.667,1,1,1.000,0,0,nan,1,0,1,0,0,0,0,1,5,+11,1
Cedi Osman,8:21,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,2,0,+11,1
Ante Zizic,6:52,1,1,1.000,0,0,nan,2,3,.667,2,2,4,0,0,2,0,0,4,+13,1
240,40,90,.444,17,35,.486,17,20,.850,12,38,50,28,7,6,12,28,114,nan,240,1
