Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Rajon Rondo,45:08,5,10,.500,1,2,.500,2,4,.500,1,3,4,19,2,0,6,4,13,+18,0
Ray Allen,38:46,8,15,.533,3,7,.429,3,4,.750,1,6,7,1,1,0,2,2,22,+10,0
Kevin Garnett,33:40,8,21,.381,0,0,nan,2,2,1.000,2,8,10,2,0,0,3,4,18,+12,0
Paul Pierce,32:00,4,10,.400,2,5,.400,4,4,1.000,2,2,4,4,1,0,4,5,14,+9,0
Kendrick Perkins,30:24,5,6,.833,0,0,nan,0,0,nan,0,9,9,2,1,1,1,5,10,+20,0
Rasheed Wallace,18:11,7,8,.875,3,4,.750,0,0,nan,0,2,2,0,0,0,0,4,17,-2,0
Tony Allen,15:23,1,4,.250,0,0,nan,2,2,1.000,0,4,4,0,2,1,2,4,4,+8,0
Glen Davis,13:05,2,2,1.000,0,0,nan,2,2,1.000,1,1,2,0,1,0,0,1,6,+6,0
Marquis Daniels,6:10,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+1,0
Michael Finley,5:53,0,1,.000,0,1,.000,0,0,nan,0,1,1,2,0,0,0,1,0,+8,0
Nate Robinson,0:40,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Shelden Williams,0:40,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Team Totals,240,40,78,.513,9,19,.474,15,18,.833,7,36,43,30,8,2,18,31,104,nan,0
LeBron James,41:09,7,15,.467,0,4,.000,10,15,.667,0,7,7,4,3,2,5,1,24,-16,1
Antawn Jamison,35:33,6,11,.545,2,5,.400,2,4,.500,1,5,6,0,0,1,2,3,16,-13,1
Mo Williams,34:32,1,9,.111,0,4,.000,2,3,.667,0,2,2,7,1,0,1,2,4,-16,1
Anthony Parker,28:20,2,7,.286,2,4,.500,0,0,nan,0,1,1,1,3,1,1,2,6,-19,1
Shaquille O'Neal,18:58,4,10,.400,0,0,nan,1,2,.500,3,1,4,1,0,0,1,1,9,-18,1
Delonte West,31:16,1,4,.250,0,1,.000,2,2,1.000,1,2,3,4,0,1,2,2,4,-1,1
Anderson Varejao,20:58,2,3,.667,0,0,nan,4,5,.800,1,6,7,0,2,0,1,3,8,+2,1
J.J. Hickson,19:17,4,6,.667,0,0,nan,5,7,.714,0,1,1,0,0,0,2,2,13,-7,1
Jamario Moon,7:29,1,3,.333,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,2,-2,1
Daniel Gibson,1:14,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Jawad Williams,1:14,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,40,78,.513,9,19,.474,15,18,.833,7,36,43,30,8,2,18,31,104,nan,240,1
