Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,35:59,10,18,.556,1,2,.500,9,10,.900,0,10,10,6,2,0,2,1,30,+20,0
Dwyane Wade,33:44,7,16,.438,0,0,nan,3,4,.750,2,1,3,6,1,1,2,4,17,+12,0
Chris Bosh,33:02,3,7,.429,2,2,1.000,0,0,nan,0,4,4,3,0,1,0,4,8,+11,0
Mario Chalmers,26:41,3,7,.429,1,2,.500,1,2,.500,0,4,4,4,0,0,0,3,8,+14,0
Udonis Haslem,14:10,2,5,.400,0,0,nan,0,0,nan,2,2,4,1,1,1,0,5,4,-1,0
Norris Cole,29:08,3,7,.429,2,3,.667,0,0,nan,1,2,3,2,0,1,0,1,8,+4,0
Chris Andersen,22:02,4,7,.571,0,0,nan,4,4,1.000,1,6,7,1,1,1,0,2,12,-1,0
Ray Allen,18:45,3,6,.500,2,4,.500,0,0,nan,0,1,1,0,1,0,2,1,8,-7,0
James Jones,16:49,1,6,.167,1,5,.200,0,0,nan,0,0,0,3,2,1,0,3,3,+16,0
Rashard Lewis,5:32,0,1,.000,0,0,nan,0,0,nan,0,3,3,0,0,1,0,1,0,+1,0
Shane Battier,2:04,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Toney Douglas,2:04,0,3,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Greg Oden,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,36,83,.434,9,18,.500,17,20,.850,6,33,39,26,8,7,6,25,98,nan,0
Josh McRoberts,37:13,3,9,.333,2,4,.500,5,6,.833,0,9,9,2,1,0,2,3,13,-7,1
Al Jefferson,30:17,8,13,.615,0,0,nan,4,5,.800,0,5,5,0,0,3,0,1,20,-20,1
Kemba Walker,27:15,4,7,.571,1,2,.500,4,5,.800,0,2,2,5,2,0,2,3,13,-26,1
Gerald Henderson,21:23,2,6,.333,0,2,.000,2,4,.500,0,2,2,1,0,0,1,1,6,-21,1
Michael Kidd-Gilchrist,21:21,1,6,.167,0,0,nan,1,4,.250,2,3,5,0,0,1,4,3,3,-12,1
Gary Neal,28:24,2,8,.250,1,3,.333,4,4,1.000,1,1,2,3,0,0,2,3,9,+5,1
Chris Douglas-Roberts,24:52,6,8,.750,2,4,.500,3,3,1.000,0,3,3,1,0,0,0,2,17,+2,1
Luke Ridnour,18:05,1,5,.200,1,3,.333,0,0,nan,0,2,2,6,0,0,1,1,3,+11,1
Cody Zeller,15:37,0,3,.000,0,0,nan,0,0,nan,1,2,3,2,0,2,0,0,0,-2,1
Bismack Biyombo,7:38,0,0,nan,0,0,nan,1,2,.500,0,1,1,0,0,2,0,1,1,+8,1
Jannero Pargo,2:40,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,1,0,0,+2,1
D.J. White,2:38,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,1,0,0,+2,1
Anthony Tolliver,2:37,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-7,1
240,36,83,.434,9,18,.500,17,20,.850,6,33,39,26,8,7,6,25,98,nan,240,1
