Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Andrea Bargnani,34:42,5,14,.357,0,4,.000,1,1,1.000,2,3,5,2,1,0,2,3,11,-23,0
Sonny Weems,32:43,5,10,.500,0,0,nan,0,0,nan,0,4,4,5,1,0,1,1,10,-7,0
Jose Calderon,21:49,2,8,.250,1,1,1.000,0,0,nan,0,0,0,3,0,0,0,2,5,-9,0
Antoine Wright,20:13,3,9,.333,2,4,.500,1,1,1.000,1,0,1,1,0,0,0,1,9,-20,0
Chris Bosh,2:08,1,1,1.000,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,2,+1,0
Amir Johnson,29:10,7,8,.875,0,0,nan,2,2,1.000,3,7,10,1,0,0,0,2,16,-6,0
Hedo Turkoglu,28:40,3,10,.300,2,6,.333,2,2,1.000,0,3,3,5,0,0,1,2,10,-20,0
Jarrett Jack,26:11,7,12,.583,2,4,.500,7,8,.875,1,1,2,6,1,0,3,0,23,-3,0
Reggie Evans,16:23,1,2,.500,0,0,nan,1,4,.250,0,7,7,0,0,0,1,0,3,+7,0
DeMar DeRozan,16:01,4,4,1.000,0,0,nan,2,2,1.000,0,1,1,0,1,0,0,1,10,+12,0
Rasho Nesterovic,8:38,1,4,.250,0,0,nan,0,0,nan,0,1,1,1,1,0,0,0,2,+5,0
Marco Belinelli,3:22,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,1,0,0,+3,0
Team Totals,240,39,83,.470,7,20,.350,16,20,.800,8,28,36,25,5,0,9,12,101,nan,0
LeBron James,35:34,5,13,.385,0,2,.000,9,10,.900,0,6,6,13,0,1,4,1,19,+19,1
Anthony Parker,33:42,7,12,.583,3,6,.500,1,1,1.000,0,8,8,6,3,0,1,1,18,+13,1
Antawn Jamison,31:57,10,18,.556,0,3,.000,0,0,nan,1,3,4,1,1,0,1,1,20,+1,1
Mo Williams,31:07,6,9,.667,1,3,.333,1,2,.500,0,0,0,12,0,0,1,2,14,+1,1
J.J. Hickson,26:32,5,9,.556,0,0,nan,0,1,.000,1,6,7,2,1,1,0,1,10,+11,1
Anderson Varejao,28:03,5,7,.714,0,0,nan,0,0,nan,1,3,4,1,1,0,1,2,10,+3,1
Jawad Williams,27:49,5,8,.625,3,5,.600,0,0,nan,0,5,5,2,0,0,1,3,13,+9,1
Zydrunas Ilgauskas,18:26,3,7,.429,0,0,nan,0,0,nan,0,5,5,1,0,0,0,2,6,+2,1
Jamario Moon,2:49,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,0,0,0,0,0,3,-1,1
Leon Powe,2:49,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,-1,1
Danny Green,1:12,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+3,1
240,39,83,.470,7,20,.350,16,20,.800,8,28,36,25,5,0,9,12,101,nan,240,1
