Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,36:53,10,20,.500,2,6,.333,1,2,.500,6,6,12,3,1,0,3,0,23,+6,0
Kevin Love,34:15,4,11,.364,2,7,.286,2,2,1.000,1,8,9,2,0,0,3,2,12,-4,0
Kyrie Irving,33:41,7,23,.304,1,10,.100,0,0,nan,2,2,4,3,2,1,0,2,15,-17,0
J.R. Smith,29:28,2,12,.167,1,8,.125,0,0,nan,0,1,1,1,1,0,1,2,5,-9,0
Timofey Mozgov,16:08,3,3,1.000,0,0,nan,1,2,.500,3,0,3,0,1,0,1,2,7,-6,0
Matthew Dellavedova,23:22,2,6,.333,1,5,.200,0,0,nan,0,2,2,5,0,0,0,1,5,+2,0
Tristan Thompson,19:50,1,1,1.000,0,0,nan,0,0,nan,1,2,3,0,0,0,0,3,2,-10,0
Channing Frye,18:55,3,6,.500,1,3,.333,0,0,nan,0,4,4,2,0,2,0,3,7,0,0
Iman Shumpert,18:32,1,3,.333,1,2,.500,0,0,nan,0,1,1,2,1,0,0,0,3,0,0
Richard Jefferson,8:56,2,3,.667,1,2,.500,0,0,nan,0,0,0,0,0,0,0,1,5,-7,0
Sasha Kaun,0:00,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,0,0,1,0,0
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,88,.398,10,43,.233,5,8,.625,13,26,39,18,6,3,8,16,85,nan,0
Shelvin Mack,37:11,7,14,.500,3,5,.600,0,0,nan,0,7,7,10,1,0,3,2,17,+18,1
Joe Ingles,37:09,2,6,.333,2,5,.400,0,0,nan,0,5,5,4,0,0,1,1,6,+6,1
Rodney Hood,33:51,9,16,.563,4,9,.444,6,6,1.000,1,1,2,1,0,0,2,2,28,+11,1
Rudy Gobert,32:10,2,4,.500,0,0,nan,1,1,1.000,2,9,11,2,0,0,1,2,5,+18,1
Derrick Favors,31:58,7,15,.467,0,0,nan,5,7,.714,2,3,5,0,1,3,3,1,19,-3,1
Trevor Booker,19:03,0,0,nan,0,0,nan,0,0,nan,2,4,6,0,0,1,1,1,0,-9,1
Raul Neto,16:52,3,4,.750,1,1,1.000,0,0,nan,0,2,2,3,0,0,0,1,7,-1,1
Chris Johnson,15:58,0,4,.000,0,3,.000,0,0,nan,0,1,1,0,0,0,0,2,0,-7,1
Trey Lyles,12:49,5,8,.625,2,4,.500,0,0,nan,1,0,1,0,1,0,1,3,12,+12,1
Trey Burke,2:59,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Gordon Hayward,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jeff Withey,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,88,.398,10,43,.233,5,8,.625,13,26,39,18,6,3,8,16,85,nan,240,1
