Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,34:17,0,5,.000,0,0,nan,3,4,.750,6,14,20,1,2,1,0,2,3,+27,0
LeBron James,32:27,7,10,.700,1,2,.500,10,14,.714,2,4,6,7,1,2,4,2,25,+32,0
Kyrie Irving,30:27,9,17,.529,4,6,.667,6,6,1.000,0,3,3,6,0,0,2,1,28,+27,0
Kevin Love,27:03,6,16,.375,4,12,.333,5,5,1.000,1,2,3,2,2,0,2,0,21,+27,0
DeAndre Liggins,20:40,2,2,1.000,2,2,1.000,0,0,nan,1,1,2,2,1,0,0,3,6,+29,0
Iman Shumpert,23:24,4,8,.500,4,6,.667,2,2,1.000,0,6,6,1,2,0,3,4,14,+3,0
Richard Jefferson,17:33,2,5,.400,1,2,.500,0,0,nan,0,3,3,0,0,0,0,1,5,+1,0
Mike Dunleavy,15:08,1,3,.333,1,3,.333,0,0,nan,0,2,2,1,0,0,0,1,3,+5,0
Channing Frye,13:03,2,4,.500,2,3,.667,0,0,nan,0,0,0,0,1,0,0,2,6,+2,0
Kay Felder,10:10,2,6,.333,0,1,.000,0,0,nan,0,0,0,3,0,0,1,1,4,+1,0
James Jones,7:54,3,3,1.000,3,3,1.000,0,0,nan,0,0,0,0,1,0,0,1,9,+3,0
Chris Andersen,7:54,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,1,1,0,0,2,+3,0
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,39,80,.488,22,40,.550,26,31,.839,10,36,46,23,11,4,12,18,126,nan,0
Courtney Lee,31:24,5,10,.500,3,7,.429,2,2,1.000,1,1,2,5,2,0,1,2,15,-20,1
Brandon Jennings,30:39,6,14,.429,1,3,.333,3,3,1.000,0,4,4,3,0,0,3,2,16,-29,1
Kristaps Porzingis,29:47,5,15,.333,2,5,.400,0,0,nan,1,2,3,0,0,2,1,5,12,-19,1
Carmelo Anthony,23:45,4,9,.444,0,2,.000,0,0,nan,1,3,4,2,0,1,3,4,8,-31,1
Joakim Noah,15:04,2,3,.667,0,0,nan,1,2,.500,2,4,6,2,0,0,1,1,5,-29,1
Kyle O'Quinn,20:32,5,7,.714,0,0,nan,0,0,nan,3,4,7,3,0,0,1,1,10,+4,1
Mindaugas Kuzminskas,16:47,1,5,.200,1,3,.333,2,2,1.000,0,0,0,1,1,0,3,1,5,-5,1
Willy Hernangomez,14:59,2,5,.400,1,1,1.000,4,4,1.000,4,3,7,0,1,0,0,0,9,-1,1
Justin Holiday,13:54,1,3,.333,1,2,.500,0,0,nan,1,3,4,1,1,0,1,1,3,-9,1
Lance Thomas,13:48,2,5,.400,1,3,.333,0,0,nan,0,2,2,0,0,0,0,1,5,-13,1
Ron Baker,10:10,2,7,.286,1,4,.250,1,2,.500,0,1,1,1,0,0,1,0,6,-1,1
Maurice Ndour,10:10,0,2,.000,0,0,nan,0,0,nan,0,1,1,1,1,0,0,0,0,-1,1
Sasha Vujacic,9:01,0,2,.000,0,1,.000,0,0,nan,0,2,2,3,0,0,1,4,0,-6,1
240,39,80,.488,22,40,.550,26,31,.839,10,36,46,23,11,4,12,18,126,nan,240,1
