Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kevin Martin,44:00,8,17,.471,4,9,.444,15,17,.882,1,6,7,7,4,1,3,3,35,-10,0
John Salmons,35:31,8,13,.615,3,4,.750,2,2,1.000,0,3,3,4,1,0,2,2,21,-5,0
Beno Udrih,33:27,3,7,.429,2,2,1.000,0,0,nan,0,0,0,5,1,1,1,2,8,-8,0
Jason Thompson,26:21,6,10,.600,0,0,nan,4,4,1.000,1,1,2,0,1,0,1,4,16,-6,0
Brad Miller,21:51,3,6,.500,1,1,1.000,0,0,nan,1,5,6,3,1,1,2,2,7,-3,0
Francisco Garcia,27:24,3,9,.333,1,5,.200,0,0,nan,1,3,4,1,0,2,1,5,7,0,0
Spencer Hawes,19:41,4,5,.800,0,0,nan,1,1,1.000,1,2,3,1,0,2,1,3,9,+9,0
Bobby Jackson,16:28,0,2,.000,0,2,.000,0,0,nan,0,0,0,1,0,0,0,0,0,-10,0
Bobby Brown,15:17,2,5,.400,1,2,.500,2,2,1.000,0,0,0,1,0,0,0,1,7,-2,0
Team Totals,240,37,74,.500,12,25,.480,24,26,.923,5,20,25,23,8,7,11,22,110,nan,0
Mo Williams,42:13,15,24,.625,7,12,.583,6,6,1.000,1,7,8,11,1,0,5,2,43,+5,1
LeBron James,37:31,5,10,.500,0,2,.000,13,15,.867,5,10,15,11,0,3,2,1,23,+6,1
Anderson Varejao,35:08,2,7,.286,0,0,nan,3,4,.750,2,4,6,1,1,0,1,3,7,+7,1
Sasha Pavlovic,23:10,5,8,.625,2,4,.500,0,0,nan,1,0,1,3,0,0,1,3,12,+4,1
Ben Wallace,22:16,0,1,.000,0,0,nan,1,4,.250,2,3,5,0,1,1,0,1,1,+16,1
Daniel Gibson,26:35,2,10,.200,1,4,.250,5,6,.833,2,2,4,0,1,0,2,4,10,-2,1
J.J. Hickson,24:13,4,8,.500,0,0,nan,3,4,.750,3,5,8,0,1,1,2,2,11,-5,1
Tarence Kinsey,18:09,4,6,.667,1,2,.500,0,0,nan,1,0,1,0,1,0,0,3,9,+13,1
Wally Szczerbiak,6:41,0,3,.000,0,2,.000,1,1,1.000,0,1,1,0,0,0,1,0,1,-1,1
Darnell Jackson,4:04,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-8,1
240,37,74,.500,12,25,.480,24,26,.923,5,20,25,23,8,7,11,22,110,nan,240,1
