Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,45:15,6,14,.429,1,4,.250,4,4,1.000,0,3,3,9,2,0,4,3,17,+1,0
Dwyane Wade,38:38,12,21,.571,2,4,.500,3,4,.750,3,8,11,3,1,1,0,3,29,-1,0
Chris Bosh,37:29,7,18,.389,0,0,nan,4,5,.800,1,2,3,1,0,0,2,4,18,-10,0
Joel Anthony,23:05,1,4,.250,0,0,nan,0,0,nan,4,2,6,1,1,2,0,2,2,+3,0
Mike Bibby,19:07,1,5,.200,1,4,.250,0,0,nan,0,2,2,1,1,1,1,4,3,-4,0
Udonis Haslem,29:01,3,7,.429,0,0,nan,0,0,nan,1,3,4,1,1,1,1,4,6,+5,0
Mario Chalmers,28:50,4,8,.500,4,6,.667,0,0,nan,0,4,4,2,0,0,1,3,12,+6,0
Mike Miller,12:10,0,1,.000,0,1,.000,0,0,nan,0,2,2,1,2,0,1,3,0,+4,0
Juwan Howard,6:25,0,0,nan,0,0,nan,1,2,.500,0,1,1,1,0,0,0,1,1,+6,0
Team Totals,240,34,78,.436,8,19,.421,12,15,.800,9,27,36,20,8,5,10,27,88,nan,0
Shawn Marion,43:08,4,12,.333,0,1,.000,2,2,1.000,2,2,4,3,0,1,2,2,10,-1,1
Dirk Nowitzki,41:58,11,21,.524,3,5,.600,9,9,1.000,1,10,11,1,1,3,3,1,34,+12,1
Tyson Chandler,40:00,1,4,.250,0,0,nan,3,4,.750,7,4,11,0,1,3,0,2,5,+4,1
Jason Kidd,35:27,3,8,.375,2,5,.400,1,2,.500,1,5,6,10,0,1,4,2,9,+5,1
DeShawn Stevenson,14:12,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,1,0,0,0,0,3,-7,1
Jason Terry,32:03,5,13,.385,1,3,.333,4,6,.667,0,3,3,2,1,0,0,0,15,-6,1
J.J. Barea,19:02,2,8,.250,1,5,.200,1,2,.500,0,2,2,1,0,0,4,1,6,+3,1
Ian Mahinmi,8:00,0,1,.000,0,0,nan,2,2,1.000,1,0,1,0,0,0,0,5,2,-6,1
Peja Stojakovic,6:04,1,2,.500,0,1,.000,0,0,nan,0,3,3,0,0,0,1,1,2,-11,1
Brian Cardinal,0:07,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-3,1
240,34,78,.436,8,19,.421,12,15,.800,9,27,36,20,8,5,10,27,88,nan,240,1
