Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,32:42,8,15,.533,0,2,.000,3,3,1.000,0,7,7,6,1,1,4,1,19,-6,0
Jae Crowder,27:56,2,12,.167,0,6,.000,2,2,1.000,1,8,9,2,0,0,1,2,6,-15,0
J.R. Smith,20:47,4,6,.667,2,3,.667,0,0,nan,0,3,3,1,1,0,1,2,10,-15,0
Kevin Love,20:32,1,11,.091,0,4,.000,0,0,nan,1,4,5,2,0,2,1,0,2,-5,0
Jose Calderon,18:37,2,4,.500,1,3,.333,1,1,1.000,2,0,2,0,1,0,1,4,6,-11,0
Tristan Thompson,29:26,3,5,.600,0,0,nan,4,4,1.000,3,8,11,2,0,1,2,4,10,-6,0
Jeff Green,26:52,3,11,.273,0,2,.000,7,7,1.000,1,2,3,0,0,2,3,2,13,-6,0
Kyle Korver,25:51,5,11,.455,5,8,.625,0,0,nan,0,3,3,1,0,0,0,0,15,-6,0
Dwyane Wade,22:53,2,10,.200,0,2,.000,1,1,1.000,1,1,2,0,3,0,1,1,5,-7,0
Cedi Osman,8:51,1,1,1.000,0,0,nan,0,0,nan,0,1,1,1,0,0,0,1,2,0,0
Channing Frye,5:33,0,3,.000,0,2,.000,0,0,nan,0,2,2,1,0,1,0,0,0,+7,0
Isaiah Thomas,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,31,89,.348,8,32,.250,18,18,1.000,9,39,48,16,6,7,14,17,88,nan,0
Jayson Tatum,30:00,6,14,.429,1,3,.333,2,2,1.000,0,5,5,2,0,0,0,1,15,+21,1
Jaylen Brown,29:28,5,13,.385,1,6,.167,3,3,1.000,1,7,8,4,2,0,1,2,14,+12,1
Al Horford,28:47,5,7,.714,1,1,1.000,0,0,nan,5,4,9,3,1,0,2,1,11,+6,1
Kyrie Irving,28:15,5,14,.357,0,5,.000,1,2,.500,0,9,9,6,1,0,2,2,11,+18,1
Marcus Morris,24:46,1,6,.167,0,2,.000,1,2,.500,1,3,4,2,1,1,2,2,3,+16,1
Marcus Smart,26:56,6,14,.429,3,6,.500,0,0,nan,0,4,4,4,1,0,2,3,15,+6,1
Semi Ojeleye,22:59,0,4,.000,0,4,.000,0,0,nan,0,2,2,1,2,0,1,3,0,-3,1
Terry Rozier,19:39,8,12,.667,4,6,.667,0,0,nan,1,3,4,3,0,1,4,2,20,+8,1
Aron Baynes,16:34,3,3,1.000,0,0,nan,0,0,nan,1,5,6,2,1,0,1,2,6,+14,1
Daniel Theis,4:39,2,2,1.000,2,2,1.000,0,0,nan,0,0,0,0,0,0,0,0,6,-10,1
Abdel Nader,2:39,0,2,.000,0,0,nan,1,2,.500,0,0,0,0,0,0,0,1,1,-6,1
Shane Larkin,2:39,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-6,1
Guerschon Yabusele,2:39,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,-6,1
240,31,89,.348,8,32,.250,18,18,1.000,9,39,48,16,6,7,14,17,88,nan,240,1
