Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:06,7,18,.389,3,10,.300,6,12,.500,0,6,6,10,1,3,1,2,23,+2,0
Mo Williams,32:03,8,13,.615,4,8,.500,1,1,1.000,0,1,1,2,0,0,0,1,21,+13,0
J.J. Hickson,30:01,3,6,.500,0,0,nan,1,1,1.000,2,3,5,0,0,0,3,0,7,-4,0
Anthony Parker,21:53,1,4,.250,1,3,.333,2,2,1.000,1,2,3,3,1,0,1,3,5,+9,0
Leon Powe,14:53,0,1,.000,0,0,nan,0,2,.000,1,2,3,0,0,0,2,2,0,+3,0
Anderson Varejao,33:07,6,9,.667,0,0,nan,0,0,nan,4,8,12,3,0,0,1,3,12,+2,0
Delonte West,30:34,7,12,.583,1,4,.250,2,2,1.000,0,1,1,4,2,0,2,3,17,+5,0
Jamario Moon,18:07,4,6,.667,1,3,.333,0,0,nan,0,4,4,3,2,0,0,1,9,+7,0
Jawad Williams,17:16,2,6,.333,0,3,.000,2,3,.667,1,0,1,1,0,0,1,1,6,-12,0
Team Totals,240,38,75,.507,10,31,.323,14,23,.609,9,27,36,26,6,3,11,16,100,nan,0
Elton Brand,44:24,12,20,.600,0,0,nan,0,0,nan,3,6,9,2,1,1,0,4,24,+1,1
Andre Iguodala,44:21,12,24,.500,1,7,.143,5,9,.556,1,6,7,5,1,0,2,3,30,0,1
Jrue Holiday,41:00,2,7,.286,0,2,.000,2,2,1.000,3,2,5,8,2,0,4,1,6,-2,1
Lou Williams,29:03,3,10,.300,0,2,.000,0,0,nan,1,2,3,4,2,0,1,2,6,-11,1
Samuel Dalembert,26:04,4,6,.667,0,0,nan,1,2,.500,4,8,12,0,0,0,2,6,9,-17,1
Thaddeus Young,29:42,7,14,.500,0,1,.000,1,2,.500,1,4,5,0,2,0,0,2,15,+6,1
Willie Green,13:08,2,5,.400,1,2,.500,0,1,.000,0,1,1,0,0,0,0,0,5,-6,1
Jason Smith,6:21,0,1,.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,+7,1
Rodney Carney,5:57,0,1,.000,0,1,.000,0,0,nan,0,1,1,1,0,0,0,2,0,-3,1
240,38,75,.507,10,31,.323,14,23,.609,9,27,36,26,6,3,11,16,100,nan,240,1
