Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,40:05,3,8,.375,0,0,nan,3,3,1.000,6,7,13,0,1,1,0,3,9,+4,0
Mike Miller,38:27,3,8,.375,3,8,.375,0,0,nan,0,5,5,5,2,0,0,4,9,+26,0
LeBron James,36:56,10,20,.500,0,5,.000,9,11,.818,0,5,5,8,2,2,4,1,29,+7,0
Matthew Dellavedova,36:13,2,7,.286,2,7,.286,2,2,1.000,0,1,1,3,1,0,3,3,8,+10,0
Kevin Love,33:13,7,17,.412,3,8,.375,5,5,1.000,1,6,7,2,0,0,2,1,22,+2,0
Dion Waiters,33:19,6,14,.429,0,1,.000,5,5,1.000,0,3,3,1,3,1,0,2,17,+3,0
Shawn Marion,15:06,2,6,.333,0,1,.000,0,0,nan,1,2,3,0,1,1,0,0,4,0,0
A.J. Price,6:22,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-7,0
Joe Harris,0:19,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
Lou Amundson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,33,80,.413,8,30,.267,24,26,.923,8,29,37,19,10,5,9,14,98,nan,0
Tobias Harris,37:35,7,16,.438,2,6,.333,0,0,nan,0,4,4,1,1,1,4,2,16,-5,1
Victor Oladipo,36:33,5,14,.357,0,1,.000,3,4,.750,1,3,4,8,3,0,5,6,13,-13,1
Nikola Vucevic,34:51,6,10,.600,0,0,nan,0,0,nan,0,8,8,7,0,0,1,3,12,-8,1
Elfrid Payton,24:42,3,5,.600,0,0,nan,0,0,nan,0,5,5,3,2,0,5,2,6,0,1
Kyle O'Quinn,16:24,0,3,.000,0,1,.000,0,0,nan,0,0,0,1,0,1,0,4,0,-10,1
Evan Fournier,34:26,5,10,.500,2,3,.667,3,3,1.000,1,3,4,2,2,1,1,3,15,-5,1
Ben Gordon,19:21,4,6,.667,2,4,.500,0,1,.000,0,2,2,2,0,0,0,1,10,-14,1
Dewayne Dedmon,19:06,3,3,1.000,0,0,nan,2,4,.500,3,3,6,0,0,1,0,3,8,+2,1
Channing Frye,17:02,3,6,.500,3,6,.500,0,0,nan,0,3,3,1,0,0,0,1,9,+8,1
Maurice Harkless,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Luke Ridnour,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Willie Green,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Andrew Nicholson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,33,80,.413,8,30,.267,24,26,.923,8,29,37,19,10,5,9,14,98,nan,240,1
