Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,36:11,6,22,.273,1,8,.125,0,0,nan,1,4,5,4,0,0,0,3,13,-3,0
LeBron James,35:04,13,16,.813,1,2,.500,3,4,.750,1,5,6,5,1,0,4,2,30,-8,0
Kevin Love,33:16,5,14,.357,0,5,.000,1,2,.500,3,9,12,3,0,1,2,1,11,-8,0
J.R. Smith,31:35,3,10,.300,2,8,.250,0,0,nan,0,2,2,2,1,0,2,2,8,-1,0
Timofey Mozgov,20:24,3,5,.600,0,0,nan,1,1,1.000,1,3,4,0,1,0,1,3,7,+4,0
Tristan Thompson,25:50,3,5,.600,0,0,nan,0,0,nan,3,1,4,3,0,0,1,2,6,-16,0
Iman Shumpert,16:25,1,3,.333,1,3,.333,0,0,nan,1,4,5,0,0,0,0,2,3,-8,0
Matthew Dellavedova,16:14,1,3,.333,1,2,.500,0,0,nan,0,2,2,4,0,1,3,2,3,-1,0
Channing Frye,14:29,1,7,.143,1,6,.167,2,2,1.000,1,1,2,1,0,0,0,1,5,+2,0
Richard Jefferson,10:09,2,3,.667,2,3,.667,0,0,nan,0,3,3,0,0,0,1,2,6,-9,0
Jordan McRae,0:23,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,+3,0
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,39,89,.438,10,38,.263,7,9,.778,11,34,45,22,3,2,14,20,95,nan,0
Brook Lopez,31:34,8,15,.533,0,0,nan,6,8,.750,2,5,7,5,1,0,1,4,22,+8,1
Thaddeus Young,30:51,4,9,.444,0,0,nan,0,0,nan,3,3,6,2,2,0,1,3,8,+3,1
Shane Larkin,30:45,7,10,.700,1,1,1.000,1,2,.500,0,3,3,7,0,0,2,1,16,-4,1
Bojan Bogdanovic,25:53,4,11,.364,3,8,.375,1,2,.500,0,1,1,0,0,0,3,2,12,+7,1
Sergey Karasev,18:10,1,5,.200,1,3,.333,0,0,nan,0,4,4,2,0,0,1,1,3,-6,1
Sean Kilpatrick,22:07,4,13,.308,0,6,.000,2,2,1.000,0,0,0,1,1,0,0,0,10,+2,1
Donald Sloan,17:15,2,3,.667,1,1,1.000,0,0,nan,0,6,6,6,0,0,0,0,5,+13,1
Chris McCullough,17:09,2,6,.333,1,2,.500,0,0,nan,3,3,6,1,2,0,0,2,5,+6,1
Rondae Hollis-Jefferson,16:31,5,8,.625,0,0,nan,0,0,nan,1,6,7,2,3,0,0,1,10,+4,1
Henry Sims,16:26,1,5,.200,0,0,nan,2,3,.667,0,2,2,1,0,3,1,1,4,+1,1
Markel Brown,13:19,3,4,.750,1,1,1.000,2,2,1.000,1,3,4,1,1,2,0,1,9,+11,1
Thomas Robinson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Wayne Ellington,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,39,89,.438,10,38,.263,7,9,.778,11,34,45,22,3,2,14,20,95,nan,240,1
