Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Delonte West,43:39,5,10,.500,1,1,1.000,1,1,1.000,0,3,3,5,2,1,1,1,12,+27,0
LeBron James,40:39,10,24,.417,0,3,.000,16,17,.941,1,12,13,8,2,1,2,3,36,+10,0
Mo Williams,38:43,9,14,.643,4,7,.571,2,2,1.000,0,1,1,4,2,0,4,3,24,+28,0
Anderson Varejao,31:16,3,5,.600,0,0,nan,0,0,nan,2,3,5,0,0,1,0,1,6,+12,0
Zydrunas Ilgauskas,24:05,4,8,.500,0,0,nan,0,0,nan,0,4,4,0,0,0,1,3,8,+13,0
Joe Smith,21:31,2,6,.333,0,0,nan,2,2,1.000,1,3,4,1,0,0,0,2,6,+3,0
Wally Szczerbiak,14:48,1,2,.500,0,1,.000,2,2,1.000,3,1,4,0,0,0,0,1,4,+3,0
Ben Wallace,14:37,0,1,.000,0,0,nan,0,0,nan,2,1,3,0,2,0,0,2,0,+6,0
Daniel Gibson,4:21,0,1,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,1,2,0,-6,0
Sasha Pavlovic,2:07,1,1,1.000,1,1,1.000,0,0,nan,0,2,2,0,0,0,0,0,3,+3,0
Tarence Kinsey,2:07,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,0,0,+3,0
Darnell Jackson,2:07,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+3,0
Team Totals,240,35,74,.473,6,13,.462,23,24,.958,10,31,41,19,8,3,9,18,99,nan,0
Antonio McDyess,39:08,11,18,.611,0,0,nan,4,4,1.000,2,8,10,0,0,0,0,5,26,-5,1
Richard Hamilton,37:52,2,12,.167,0,3,.000,2,2,1.000,1,2,3,7,0,0,3,5,6,-19,1
Tayshaun Prince,31:39,1,5,.200,0,1,.000,0,0,nan,1,4,5,0,0,0,1,0,2,-5,1
Rasheed Wallace,29:23,0,7,.000,0,2,.000,0,0,nan,1,4,5,1,1,1,1,4,0,-14,1
Rodney Stuckey,28:12,7,14,.500,0,0,nan,0,0,nan,0,1,1,6,0,0,0,4,14,-17,1
Will Bynum,27:36,8,12,.667,1,2,.500,5,5,1.000,0,1,1,1,2,0,3,2,22,-9,1
Jason Maxiell,25:22,1,5,.200,0,0,nan,4,7,.571,2,3,5,2,1,0,1,3,6,-20,1
Arron Afflalo,12:13,1,3,.333,0,2,.000,0,0,nan,0,0,0,0,0,0,1,1,2,-2,1
Walter Herrmann,6:28,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-11,1
Amir Johnson,2:07,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,1,0,1,0,-3,1
240,35,74,.473,6,13,.462,23,24,.958,10,31,41,19,8,3,9,18,99,nan,240,1
